,ds,trend,trend_lower,trend_upper,yhat_lower,yhat_upper,seasonal,seasonal_lower,seasonal_upper,seasonalities,seasonalities_lower,seasonalities_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,yhat
0,1991-01-01,0.5242493184355267,0.5242493184355267,0.5242493184355267,0.06480044066205998,0.44258511927526767,-0.28237191697546254,-0.28237191697546254,-0.28237191697546254,-0.28237191697546254,-0.28237191697546254,-0.28237191697546254,0.0030489210718238065,0.0030489210718238065,0.0030489210718238065,-0.28542083804728635,-0.28542083804728635,-0.28542083804728635,0.24187740146006415
1,1991-01-02,0.524259810007847,0.524259810007847,0.524259810007847,0.05967235229108172,0.41706207482640234,-0.28601118921628554,-0.28601118921628554,-0.28601118921628554,-0.28601118921628554,-0.28601118921628554,-0.28601118921628554,3.712672207257053e-05,3.712672207257053e-05,3.712672207257053e-05,-0.28604831593835817,-0.28604831593835817,-0.28604831593835817,0.2382486207915615
2,1991-01-03,0.5242703015801674,0.5242703015801674,0.5242703015801674,0.04836850231545614,0.4298730941476957,-0.2878910824512285,-0.2878910824512285,-0.2878910824512285,-0.2878910824512285,-0.2878910824512285,-0.2878910824512285,-0.0016094002774898492,-0.0016094002774898492,-0.0016094002774898492,-0.2862816821737386,-0.2862816821737386,-0.2862816821737386,0.2363792191289389
3,1991-01-04,0.5242807931524878,0.5242807931524878,0.5242807931524878,0.033766583211579236,0.4335646214579854,-0.28808652221734804,-0.28808652221734804,-0.28808652221734804,-0.28808652221734804,-0.28808652221734804,-0.28808652221734804,-0.002003545501417966,-0.002003545501417966,-0.002003545501417966,-0.2860829767159301,-0.2860829767159301,-0.2860829767159301,0.23619427093513973
4,1991-01-05,0.5242912847248081,0.5242912847248081,0.5242912847248081,0.05381936841782144,0.4216720870258882,-0.2932963261534196,-0.2932963261534196,-0.2932963261534196,-0.2932963261534196,-0.2932963261534196,-0.2932963261534196,-0.007873721407044888,-0.007873721407044888,-0.007873721407044888,-0.28542260474637476,-0.28542260474637476,-0.28542260474637476,0.23099495857138852
5,1991-01-06,0.5243017762971285,0.5243017762971285,0.5243017762971285,0.056467036536555416,0.4245310005763719,-0.28107731244923406,-0.28107731244923406,-0.28107731244923406,-0.28107731244923406,-0.28107731244923406,-0.28107731244923406,0.003203122716928529,0.003203122716928529,0.003203122716928529,-0.2842804351661626,-0.2842804351661626,-0.2842804351661626,0.24322446384789442
6,1991-01-07,0.5243122678694488,0.5243122678694488,0.5243122678694488,0.06392118195580689,0.4367963863963064,-0.27744915026204214,-0.27744915026204214,-0.27744915026204214,-0.27744915026204214,-0.27744915026204214,-0.27744915026204214,0.0051974966751218675,0.0051974966751218675,0.0051974966751218675,-0.28264664693716407,-0.28264664693716407,-0.28264664693716407,0.2468631176074067
7,1991-01-08,0.5243227594417692,0.5243227594417692,0.5243227594417692,0.0618057589165203,0.42907849310681967,-0.27747337352441503,-0.27747337352441503,-0.27747337352441503,-0.27747337352441503,-0.27747337352441503,-0.27747337352441503,0.0030489210718238997,0.0030489210718238997,0.0030489210718238997,-0.2805222945962389,-0.2805222945962389,-0.2805222945962389,0.24684938591735417
8,1991-01-09,0.5243332510140896,0.5243332510140896,0.5243332510140896,0.06099116903570507,0.43604882720678284,-0.277882445453655,-0.277882445453655,-0.277882445453655,-0.277882445453655,-0.277882445453655,-0.277882445453655,3.712672206857004e-05,3.712672206857004e-05,3.712672206857004e-05,-0.27791957217572355,-0.27791957217572355,-0.27791957217572355,0.24645080556043458
9,1991-01-10,0.5243437425864099,0.5243437425864099,0.5243437425864099,0.07841227379404472,0.4411346405284463,-0.2764711636213384,-0.2764711636213384,-0.2764711636213384,-0.2764711636213384,-0.2764711636213384,-0.2764711636213384,-0.0016094002774874642,-0.0016094002774874642,-0.0016094002774874642,-0.274861763343851,-0.274861763343851,-0.274861763343851,0.24787257896507153
