,ds,trend,trend_lower,trend_upper,yhat_lower,yhat_upper,seasonal,seasonal_lower,seasonal_upper,seasonalities,seasonalities_lower,seasonalities_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,yhat
0,1991-01-01,0.49383404833305194,0.49383404833305194,0.49383404833305194,-0.029389910568650708,0.3127435778773934,-0.3603764393890522,-0.3603764393890522,-0.3603764393890522,-0.3603764393890522,-0.3603764393890522,-0.3603764393890522,-0.004354691994800253,-0.004354691994800253,-0.004354691994800253,-0.35602174739425196,-0.35602174739425196,-0.35602174739425196,0.13345760894399972
1,1991-01-02,0.4938558739845893,0.4938558739845893,0.4938558739845893,-0.045098354687516995,0.3131923189596341,-0.35874983993526016,-0.35874983993526016,-0.35874983993526016,-0.35874983993526016,-0.35874983993526016,-0.35874983993526016,-0.0021303061278166446,-0.0021303061278166446,-0.0021303061278166446,-0.35661953380744355,-0.35661953380744355,-0.35661953380744355,0.13510603404932914
2,1991-01-03,0.49387769963612665,0.49387769963612665,0.49387769963612665,-0.03215903025327675,0.3208924624892136,-0.3552299041874543,-0.3552299041874543,-0.3552299041874543,-0.3552299041874543,-0.3552299041874543,-0.3552299041874543,0.001953415171773165,0.001953415171773165,0.001953415171773165,-0.3571833193592274,-0.3571833193592274,-0.3571833193592274,0.13864779544867234
3,1991-01-04,0.49389952528766395,0.49389952528766395,0.49389952528766395,-0.032403781917117756,0.3091625831455498,-0.3570921711225648,-0.3570921711225648,-0.3570921711225648,-0.3570921711225648,-0.3570921711225648,-0.3570921711225648,0.0005913426900205324,0.0005913426900205324,0.0005913426900205324,-0.35768351381258534,-0.35768351381258534,-0.35768351381258534,0.13680735416509915
4,1991-01-05,0.4939213509392013,0.4939213509392013,0.4939213509392013,-0.03432563015287162,0.3019107740559869,-0.3557291248326011,-0.3557291248326011,-0.3557291248326011,-0.3557291248326011,-0.3557291248326011,-0.3557291248326011,0.0023608469922684837,0.0023608469922684837,0.0023608469922684837,-0.35808997182486957,-0.35808997182486957,-0.35808997182486957,0.1381922261066002
5,1991-01-06,0.49394317659073866,0.49394317659073866,0.49394317659073866,-0.03863886502538849,0.31493855184029224,-0.35855238295786646,-0.35855238295786646,-0.35855238295786646,-0.35855238295786646,-0.35855238295786646,-0.35855238295786646,-0.00017959302324436048,-0.00017959302324436048,-0.00017959302324436048,-0.3583727899346221,-0.3583727899346221,-0.3583727899346221,0.1353907936328722
6,1991-01-07,0.493965002242276,0.493965002242276,0.493965002242276,-0.027700548578520015,0.3113587853923989,-0.3567441226123865,-0.3567441226123865,-0.3567441226123865,-0.3567441226123865,-0.3567441226123865,-0.3567441226123865,0.0017589862918001087,0.0017589862918001087,0.0017589862918001087,-0.3585031089041866,-0.3585031089041866,-0.3585031089041866,0.1372208796298895
7,1991-01-08,0.4939868278938133,0.4939868278938133,0.4939868278938133,-0.03930955378767177,0.2914438851654463,-0.3628085914136328,-0.3628085914136328,-0.3628085914136328,-0.3628085914136328,-0.3628085914136328,-0.3628085914136328,-0.004354691994804714,-0.004354691994804714,-0.004354691994804714,-0.3584538994188281,-0.3584538994188281,-0.3584538994188281,0.1311782364801805
8,1991-01-09,0.4940086535453507,0.4940086535453507,0.4940086535453507,-0.04818182648264616,0.2990439302701291,-0.36033101536616396,-0.36033101536616396,-0.36033101536616396,-0.36033101536616396,-0.36033101536616396,-0.36033101536616396,-0.0021303061278141887,-0.0021303061278141887,-0.0021303061278141887,-0.3582007092383498,-0.3582007092383498,-0.3582007092383498,0.1336776381791867
9,1991-01-10,0.49403047919688803,0.49403047919688803,0.49403047919688803,-0.032615991604571445,0.31183791445159575,-0.3557689354316818,-0.3557689354316818,-0.3557689354316818,-0.3557689354316818,-0.3557689354316818,-0.3557689354316818,0.0019534151717717435,0.0019534151717717435,0.0019534151717717435,-0.35772235060345353,-0.35772235060345353,-0.35772235060345353,0.13826154376520622
10,1991-01-11,0.4940523048484254,0.4940523048484254,0.4940523048484254,-0.03801863336573128,0.30881878257230994,-0.35641016531510444,-0.35641016531510444,-0.35641016531510444,-0.35641016531510444,-0.35641016531510444,-0.35641016531510444,0.0005913426900249923,0.0005913426900249923,0.0005913426900249923,-0.35700150800512936,-0.35700150800512936,-0.35700150800512936,0.13764213953332094
11,1991-01-12,0.49407413049996274,0.49407413049996274,0.49407413049996274,-0.03320180932418356,0.30763315741502706,-0.3536644013107972,-0.3536644013107972,-0.3536644013107972,-0.3536644013107972,-0.3536644013107972,-0.3536644013107972,0.0023608469922695692,0.0023608469922695692,0.0023608469922695692,-0.3560252483030667,-0.3560252483030667,-0.3560252483030667,0.14040972918916556
12,1991-01-13,0.49409595615150004,0.49409595615150004,0.49409595615150004,-0.0372081295355824,0.3149609321212489,-0.3549650106066666,-0.3549650106066666,-0.3549650106066666,-0.3549650106066666,-0.3549650106066666,-0.3549650106066666,-0.00017959302324372262,-0.00017959302324372262,-0.00017959302324372262,-0.3547854175834228,-0.3547854175834228,-0.3547854175834228,0.13913094554483346
13,1991-01-14,0.4941177818030374,0.49411778180303745,0.49411778180303745,-0.02118720690207003,0.3158917383163007,-0.35151992572646257,-0.35151992572646257,-0.35151992572646257,-0.35151992572646257,-0.35151992572646257,-0.35151992572646257,0.0017589862917996313,0.0017589862917996313,0.0017589862917996313,-0.3532789120182621,-0.3532789120182621,-0.3532789120182621,0.14259785607657482
14,1991-01-15,0.49413960745457475,0.49413960745457475,0.49413960745457475,-0.022987914096888686,0.2940499211323346,-0.3558625052491752,-0.3558625052491752,-0.3558625052491752,-0.3558625052491752,-0.3558625052491752,-0.3558625052491752,-0.004354691994801713,-0.004354691994801713,-0.004354691994801713,-0.3515078132543734,-0.3515078132543734,-0.3515078132543734,0.13827710220539957
15,1991-01-16,0.4941614331061121,0.4941614331061121,0.4941614331061121,-0.036551386424692946,0.30242048871810134,-0.3516096885609692,-0.3516096885609692,-0.3516096885609692,-0.3516096885609692,-0.3516096885609692,-0.3516096885609692,-0.002130306127814401,-0.002130306127814401,-0.002130306127814401,-0.3494793824331549,-0.3494793824331549,-0.3494793824331549,0.1425517445451429
16,1991-01-17,0.4941832587576494,0.4941832587576494,0.4941832587576494,-0.02433336980721998,0.31445761732740535,-0.3452524955592874,-0.3452524955592874,-0.3452524955592874,-0.3452524955592874,-0.3452524955592874,-0.3452524955592874,0.001953415171773828,0.001953415171773828,0.001953415171773828,-0.3472059107310612,-0.3472059107310612,-0.3472059107310612,0.14893076319836202
17,1991-01-18,0.49420508440918676,0.49420508440918676,0.49420508440918676,-0.017340727216375786,0.3314167803830664,-0.3441130855196625,-0.3441130855196625,-0.3441130855196625,-0.3441130855196625,-0.3441130855196625,-0.3441130855196625,0.0005913426900217557,0.0005913426900217557,0.0005913426900217557,-0.3447044282096842,-0.3447044282096842,-0.3447044282096842,0.15009199888952424
18,1991-01-19,0.4942269100607241,0.4942269100607241,0.4942269100607241,-0.013790700727302345,0.3275650951996798,-0.3396354296778966,-0.3396354296778966,-0.3396354296778966,-0.3396354296778966,-0.3396354296778966,-0.3396354296778966,0.0023608469922707545,0.0023608469922707545,0.0023608469922707545,-0.34199627667016735,-0.34199627667016735,-0.34199627667016735,0.1545914803828275
19,1991-01-20,0.49424873571226147,0.49424873571226147,0.49424873571226147,-0.009971625073879884,0.3210366437380156,-0.3392861490340113,-0.3392861490340113,-0.3392861490340113,-0.3392861490340113,-0.3392861490340113,-0.3392861490340113,-0.00017959302324371836,-0.00017959302324371836,-0.00017959302324371836,-0.33910655601076756,-0.33910655601076756,-0.33910655601076756,0.1549625866782502
20,1991-01-21,0.4942705613637988,0.49427056136379877,0.49427056136379877,-0.02167788927310639,0.3369025507427559,-0.3343044708916841,-0.3343044708916841,-0.3343044708916841,-0.3343044708916841,-0.3343044708916841,-0.3343044708916841,0.0017589862917956646,0.0017589862917956646,0.0017589862917956646,-0.33606345718347974,-0.33606345718347974,-0.33606345718347974,0.15996609047211474
21,1991-01-22,0.4942923870153361,0.4942923870153361,0.4942923870153361,-0.015851605054195972,0.33328688208015717,-0.337252190129316,-0.337252190129316,-0.337252190129316,-0.337252190129316,-0.337252190129316,-0.337252190129316,-0.004354691994803992,-0.004354691994803992,-0.004354691994803992,-0.33289749813451197,-0.33289749813451197,-0.33289749813451197,0.1570401968860201
