PUBID8   ,REGION8  ,CENDIV8  ,SQFT8    ,SQFTC8   ,YRCONC8  ,PBA8     ,ELUSED8  ,NGUSED8  ,FKUSED8  ,PRUSED8  ,STUSED8  ,HWUSED8  ,ADJWT8   ,STRATUM8 ,PAIR8    ,HDD658   ,CDD658   ,MFUSED8  ,MFBTU8   ,MFEXP8   ,ELCNS8   ,ELBTU8   ,ELEXP8   ,ZELCNS8  ,ZELEXP8                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2127,2,3,250000,8,8,2,1,1,2,2,2,2,73.78,11,1,7080,571,1,24258287,373282,5145449,17556272,325708,1,0
2128,1,1,168000,7,2,18,1,1,2,2,1,2,9.21,102,2,6686,732,1,27881884,388906,921712,3144881,98243,0,0
2129,3,7,800000,9,3,16,1,1,2,2,1,2,11.11,33,2,1960,2125,1,163941365,1923008,22198446,75741098,991232,1,1
2130,4,8,16500,4,8,2,1,1,2,2,2,2,568.7,38,1,7227,706,1,1203613,13382,114680,391288,9414,0,0
2132,3,7,136000,7,7,23,1,1,2, ,2,2,190.78,57,1,2048,3017,1,8132166,213249,1973177,6732480,200268,1,1
2133,3,7,122000,7,2,14,1,1,2,2,2,2,119.73,33,1,3295,2032,1,5143828,66713,601849,2053509,44763,0,0
2134,3,7,2000,2,6,2,1,2,2,2,2,2,2544.74,35,1,735,5101,1,156027,4526,45729,156027,4526,1,1
2135,4,9,11250,4,4,7,1,2,2,2,2,2,1701.66,43,2,4631,875,1,842477,13735,246916,842477,13735,0,0
2136,3,7,106000,7,6,2,1,2,2,2,2,2,205.52,35,1,696,3251,1,9862499,157194,2890533,9862499,157194,0,0
2138,3,6,250000,8,6,2,1,2,2,2,2,2,2.55,30,2,3703,1579,1,18015360,358936,5280000,18015360,358936,0,0
2140,3,7,35000,5,6,2,1,2,2,2,2,1,121.02,49,2,1338,3307,1,29709771,95886,550050,1876771,30354,0,0
2141,3,5,15500,4,7,18,1,2,2,2,2,2,419.28,25,1,3052,1610,1,291719,7400,85498,291719,7400,1,0
2142,4,8,425000,8,8,5,1,1,2,2,2,2,171.88,39,2,4683,1100,1,14524906,297195,2743866,9362071,249278,0,0
2144,2,3,13750,4,5,7,1,1,2,2,2,2,402.35,11,2,8054,430,1,954294,9916,51822,176817,4117,0,0
2145,2,3,3500,2,8,15,1,1,2,2,2,2,1701.91,15,1,8533,537,1,2970155,41277,696000,2374752,36888,0,0
2146,3,7,12000,4,4,12,1,1,2,2,2,2,734.43,33,2,3125,1874,1,555748,7808,43826,149534,4548,0,0
2147,4,9,1600000,10,7,24,1,1,1, ,2,2,20.54,43,1,6487,558,1,136341655,2289432,28786144,98218323,2026382,0,0
2148,2,3,2400,2,2,6,1,1,2,2,2,2,1701.91,60,2,6847,608,1,580619,11818,112516,383905,10000,1,0
2149,4,9,1900,2,5,14,1,2,2,2,2,2,1926.09,41,1,1652,575,1,28695,1643,8410,28695,1643,0,0
2150,3,7,230000,8,7,25,1,1,2,2,2,2,70.78,36,1,2121,2892,1,27169378,453640,6509155,22209237,420361,0,1
2151,4,9,93000,6,4,18,1,1,2,2,2,2,360.63,62,2,1296,1160,1,390632,4570,24804,84631,2931,0,0
2153,3,5,600000,9,4,1,1,1,2,2,1,2,6.04,23,1,4880,1296,1,89769566,1774885,6861036,23409855,424337,1,1
2154,2,3,41500,5,1,2,1,1,2,2,2,2,77.15,13,2,5896,689,1,1140592,24762,288117,983055,23450,1,1
2155,3,5,104000,7,4,5,1,1,2,1,2,2,377.5,52,2,255,4400,1,427884,8346,59714,203744,5741,0,0
2156,2,3,27000,5,1,12,1,1,2,2,2,2,73.28,11,1,6951,621,1,2229018,21461,75662,258159,6372,0,0
2157,2,3,4500,2,6,5,2,2,2,2,2,2,4044.03,64,2,7455,544,2,                  ,          ,               ,                  ,          ,9,9
2158,1,2,5500,3,2,26,1,1,2,2,2,2,869.22,9,1,5607,729,1,341841,6940,32200,109866,4840,0,0
2159,4,8,3000,2,7,6,1,1,2,2,2,2,2976.63,46,1,1681,3863,1,1113833,30355,322306,1099708,30019,0,0
2160,4,9,92000,6,7,13,1,1,2,2,2,2,456.4,62,2,1450,625,1,5124952,169121,1028116,3507932,156845,0,0
2162,3,5,9000,3,5,12,1,1,2,2,2,2,734.43,25,1,2911,1758,1,669139,11863,95340,325300,7743,1,1
2163,3,5,45500,5,6,23,1,1,1, ,2,2,381.66,21,2,4851,1051,1,5610015,84248,1079624,3683677,68155,1,1
2164,1,1,1400000,10,2,5,1,2,1,1,2,2,154.55,1,1,9125,383,1,21379249,237793,2363719,8065009,152793,1,1
2165,1,2,1200,2,6,26,1,2,2,2,2,2,2739.65,10,1,6439,492,1,251628,12227,73748,251628,12227,0,0
2166,2,3,130000,7,8,14,1,1,2,2,2,2,195.59,13,1,6194,747,1,5731903,89505,1545399,5272901,85518,1,1
2167,2,4,5000,2,1,15,1,2,2,1,2,2,1536.54,18,2,5800,877,1,239591,5330,70220,239591,5330,1,1
2168,3,5,355000,8,7,2,1,1,1,2,2,2,4.28,22,2,3781,1451,1,38700331,566480,8503676,29014543,504115,0,0
2169,1,1,1900,2,6,2,1,1,2,2,2,2,869.22,53,1,6297,812,1,684672,11632,64690,220722,7310,0,0
2170,1,2,205000,8,7,14,1,1,1,2,1,2,11.26,5,2,7321,380,1,40926251,702055,7914356,27003783,538682,0,0
2171,3,5,122000,7,7,2,1,2,1,2,2,2,80.65,24,2,3143,1149,1,2663775,113609,778269,2655454,113532,0,0
2172,4,9,5200,3,1,2,1,1,2,2,2,2,950.84,62,1,884,1413,1,212325,5352,48299,164796,4894,0,0
2173,4,9,500001,9,2,16,1,1,1,2,2,2,11.26,42,2,2847,191,1,154112025,687150,5129032,17500257,160272,0,0
2174,1,2,15000,4,4,26,1,1,2,2,2,2,869.22,8,1,6079,755,1,2415095,40242,418044,1426366,30417,0,0
2175,3,5,1650,2,3,25,1,1,2,2,2,2,2546.83,24,2,3269,1159,1,91596,2100,15937,54377,1546,1,1
2176,1,2,10500,4,2,13,1,1,2,2,2,2,869.22,63,1,6372,549,1,478441,4940,11892,40576,586,0,0
2178,3,5,170000,7,7,18,1,1,1,2,2,2,211.83,56,2,2418,1383,1,24473154,395149,4125161,14075049,309387,0,0
2179,4,9,15500,4,6,5,1,2,2,2,2,2,88.09,62,2,1357,1244,1,264587,12084,77546,264587,12084,0,0
2180,3,5,4000,2,4,5,1,2,2,2,2,2,1946.77,21,1,4028,1127,1,26487,510,7763,26487,510,0,0
2181,2,3,21000,4,4,7,1,2,1,2,2,2,402.35,64,2,6611,719,1,1381446,33398,400814,1367577,33256,1,1
2182,3,6,36000,5,4,18,1,1,2,2,2,2,716.76,31,2,3151,1301,1,3422736,58025,578116,1972532,45299,1,1
2183,3,7,10000,3,7,6,1,1,2,2,2,2,2314.83,33,1,3726,1763,1,2415434,38249,520065,1774462,32821,0,0
2184,3,5,10500,4,7,2,1,1,2,2,2,2,308.22,56,2,2372,1464,1,860189,23326,191220,652443,19943,0,0
2185,3,5,8500,3,3,14,1,2,2,2,1,2,608.28,24,2,3709,1092,1,1959898,29705,172596,588898,13582,1,1
2186,3,5,24750,4,8,23,1,1,2, ,2,2,734.43,24,1,2747,1809,1,1857654,60977,503836,1719088,59544,0,0
2187,2,3,14750,4,5,23,1,1,2, ,2,2,864.37,16,1,5379,817,1,4684164,73139,731708,2496588,55759,0,0
2188,4,9,10500,4,2,26,1,2,2,2,2,2,2996.93,62,1,965,1368,1,58830,3008,17242,58830,3008,1,0
2189,3,7,255000,8,6,18,1,1,1,2,2,2,123.91,36,2,1408,3128,1,37547944,539891,7352553,25086911,449290,0,0
2190,2,4,2400,2,7,26,1,1,2,2,2,2,2447.55,17,1,6966,744,1,520073,5306,32524,110972,1745,0,0
2191,4,9,39000,5,2,2,1,1,2,2,2,2,355.61,45,2,8876,47,1,3735231,60199,435522,1486001,51499,0,1
2192,2,3,51000,6,3,14,1,1,2,2,2,2,188.03,13,1,6060,832,1,3327297,37449,300281,1024559,20389,0,0
2193,3,5,350000,8,5,14,1,1,2,2,2,2,133.87,21,2,4660,957,1,34261285,669009,7572840,25838530,649101,0,0
2194,3,7,33000,5,8,12,1,2,2,2,2,2,406.52,36,1,2195,3313,1,1546878,50004,453364,1546878,50004,0,0
2198,4,9,6500,3,2,13,1,1,2,2,2,2,950.84,62,2,1066,1468,1,228675,7964,43905,149804,7132,1,1
2199,1,2,70000,6,8,23,1,1,2, ,2,2,221.72,10,2,5019,1270,1,17289345,346961,4174429,14243152,322493,1,1
2200,3,5,4300,2,7,26,1,2,2,1,2,2,2546.83,21,1,4607,1151,1,192659,5434,56465,192659,5434,1,0
2201,1,1,600000,9,8,24,1,1,1, ,1,2,221.72,58,1,6064,624,1,55752174,1380331,12737988,43462015,1186700,1,1
2202,1,2,600000,9,2,2,1,1,1,2,2,2,46.81,82,1,4719,1169,1,60234541,1006597,6870152,23440959,744113,1,1
2203,1,2,600000,9,3,7,1,2,1,2,1,2,221.72,9,2,4489,1433,1,105593933,1456452,5970864,20372588,454714,1,1
2204,3,7,320000,8,5,2,1,1,1,2,2,2,70.71,35,2,782,3707,1,25798071,512291,7260816,24773904,502372,0,0
2205,3,7,50000,5,7,14,1,2,2,2,2,2,318.68,34,1,995,3590,1,1392857,36117,408223,1392857,36117,1,1
2206,4,8,5400,3,6,17,1,2,2,2,2,2,149.13,39,1,5201,781,1,274257,5198,80380,274257,5198,0,0
2207,2,4,2800,2,5,26,1,2,2,2,2,2,2504.14,19,1,5138,1143,1,35028,871,10266,35028,871,1,1
2208,3,7,335000,8,8,16,1,1,1,2,2,2,77.47,49,1,1319,3369,1,73062087,1045926,12780201,43606046,813025,1,1
2209,2,3,1250,2,1,1,2,1,2,2,2,2,1181.96,11,1,6911,684,1,93409,936,               ,                  ,          ,9,9
2210,4,8,10500,4,6,5,1,1,2,2,2,2,869.22,39,2,4654,1155,1,865246,11336,59929,204478,6489,1,1
2211,3,5,3200,2,7,5,1,2,2,1,2,2,2314.83,25,1,3315,1552,1,27255,840,7988,27255,840,1,0
2212,1,2,184000,7,2,18,1,1,1,2,1,2,165.39,5,1,5231,941,1,43811371,383248,585229,1996801,83036,1,1
2213,4,9,450000,8,6,5,1,1,1,2,2,2,188.02,42,1,2476,1136,1,25854288,673054,5924241,20213510,627486,0,1
2214,3,7,1500,2,2,12,1,1,2,2,2,2,2544.74,35,2,880,3604,1,55160,1065,6195,21137,750,1,0
2215,2,4,68000,6,6,8,1,2,2,2,2,2,199.06,20,2,4891,1220,1,5380192,86075,1576844,5380192,86075,0,0
2217,2,3,2500,2,3,13,1,1,2,2,2,2,1701.91,11,1,6099,635,1,195493,3734,28650,97754,2588,0,0
2218,4,9,32000,5,5,2,1,1,2,2,2,2,441.57,41,2,1329,1997,1,1346948,46556,353280,1205391,43956,0,0
2219,3,7,2000,2,6,2,1,2,2,2,2,2,2544.74,34,2,1308,3314,1,109525,3307,32100,109525,3307,0,0
2220,3,6,14000,4,2,12,1,1,2,2,2,2,377.81,29,2,4034,1105,1,640084,10006,130367,444812,8284,0,0
2221,4,8,8200,3,5,23,1,1,2, ,2,2,2976.63,65,1,869,4233,1,689766,12451,90991,310461,8767,1,1
2222,4,9,22750,4,5,2,1,2,2,2,2,2,444.58,47,2,1389,466,1,1195442,50835,350364,1195442,50835,1,1
2223,3,7,39000,5,6,25,1,1,2,2,2,2,346.9,33,2,3139,1699,1,4119174,49947,753796,2571952,40030,0,0
2224,2,3,4050,2,5,26,1,2,2,2,2,2,2141.61,13,1,5606,708,1,349624,7652,102469,349624,7652,0,0
2225,1,1,260000,8,2,8,1,1,1,2,2,2,7.44,3,2,8140,441,1,49211303,753512,5937899,20260111,528813,1,1
2226,3,7,17250,4,6,18,1,1,2,2,2,2,460.92,49,1,1507,2903,1,1161475,25839,265471,905787,23709,1,1
2227,3,5,7600,3,7,26,1,1,2,2,2,2,734.43,56,2,2400,1415,1,1244640,34646,214847,733058,29148,0,0
2228,4,9,26500,5,6,14,1,1,2,2,2,2,406.42,43,1,7315,557,1,1974642,20623,278711,950962,13397,0,0
2229,3,7,33500,5,3,2,1,2,2,2,1,2,274.7,100,1,1752,3091,1,6436079,80815,637186,2174079,30700,0,0
2232,2,3,250000,8,7,2,1,1,2,2,2,2,42.03,16,2,6400,794,1,21817634,377028,6057948,20669719,367601,1,1
2233,2,3,38000,5,6,14,1,2,2,2,2,1,317.92,50,1,6375,583,1,7979466,113277,698847,2384466,47480,0,0
2234,1,2,7000,3,2,15,1,1,2,2,1,2,165.84,8,1,5261,844,1,579643,11250,76823,262120,8000,1,0
2235,2,4,150000,7,7,16,1,2,1,1,2,2,35.74,19,1,3971,1295,1,22034159,335444,6449713,22006421,335244,0,0
2236,3,7,13000,4,5,5,1,2,2,2,2,2,678.14,33,1,3768,1695,1,14798,484,4337,14798,484,0,0
2237,3,5,7500,3,4,6,1,1,2,2,2,2,2314.83,24,1,3048,1427,1,1034535,21093,250718,855450,19051,1,1
2239,3,6,4000,2,8,2,1,2,2,1,2,2,2314.83,31,2,3324,1651,1,131754,3299,38615,131754,3299,0,0
2241,1,2,5500,3,4,26,1,1,1,1,2,2,2739.65,10,1,5738,803,1,533958,7663,46324,158057,4206,0,0
2242,2,3,6500,3,1,2,1,1,2,2,2,2,1697.96,11,2,7285,535,1,267649,2952,11090,37839,978,0,0
2243,3,6,6800,3,3,12,1,2,2,2,2,2,2314.83,29,1,3253,1290,1,69571,1918,20390,69571,1918,1,0
2244,1,1,1200,2,5,2,1,2,1,2,2,2,2739.65,1,2,9015,345,1,124142,1826,7199,24563,936,0,0
2245,4,9,500000,8,6,16,1,1,1,2,2,2,12.68,40,1,2648,560,1,126771153,2208809,20494960,69928804,2119370,1,1
2246,1,2,8000,3,3,25,1,1,2,2,2,2,2739.65,8,1,5344,875,1,1982551,27071,271420,926085,21442,0,0
2249,4,9,250000,8,7,25,1,1,2,2,2,2,117.46,62,2,1274,614,1,569837,8253,18403,62791,3335,0,1
2250,1,2,184000,7,4,4,1,1,1,2,2,2,80.53,10,2,6412,912,1,25642233,598234,6457791,22033983,490570,1,1
2251,3,5,10000,3,5,25,1,2,2,2,2,2,2314.83,25,2,2832,1637,1,19960,602,5850,19960,602,1,0
2252,1,1,44500,5,6,23,1,2,2, ,2,2,410.56,2,1,7328,636,1,2521857,101251,739114,2521857,101251,0,0
2253,2,3,152000,7,5,23,1,1,2, ,2,2,220.48,15,2,6319,600,1,14295615,311970,3148894,10744026,273970,1,1
2254,1,1,7900,3,2,7,1,1,1,2,2,2,1926.09,53,2,5537,705,1,1024212,12121,26833,91554,3336,0,0
2255,1,1,75000,6,4,4,1,1,2,2,1,2,568.7,58,1,5954,826,1,37873319,600989,3736988,12750603,304774,0,0
2256,3,5,3200,2,6,8,1,2,2,2,2,2,1589.69,26,1,705,3014,1,174230,4343,51064,174230,4343,0,0
2257,2,3,15250,4,5,12,1,1,2,2,2,2,404.15,50,1,7603,518,1,1016843,8660,37943,129462,3703,1,1
2258,4,9,25001,5,3,14,1,2,2,2,1,2,241.98,43,1,6778,572,1,4554418,52523,202350,690418,7082,0,0
2260,1,2,5000,2,2,13,1,1,2,2,2,2,869.22,9,2,4738,1334,1,387188,5049,14518,49535,1917,1,1
2261,3,5,176000,7,5,14,1,2,1,1,2,2,90.12,27,2,1368,2966,1,9042167,108547,2072910,7072769,92433,0,0
2262,2,3,700000,9,5,18,1,1,1,2,2,2,23.88,12,2,7047,644,1,45075132,514259,6214416,21203587,332033,0,0
2263,4,9,3900,2,3,14,1,1,2,2,2,2,1926.09,43,1,4920,1007,1,272222,3906,42073,143553,2971,0,0
2265,4,9,2300,2,3,8,1,1,2,2,2,2,1872.17,40,1,2253,693,1,102134,6115,25522,87081,5717,0,0
2266,3,7,6000,3,6,5,1,2,2,2,2,2,1164.83,34,1,880,4792,1,73436,2345,21523,73436,2345,1,1
2267,3,5,9600,3,7,14,1,1,2,2,2,1,1945.16,26,2,1233,2945,1,1232052,15430,16201,55278,1404,0,0
2268,1,2,90000,6,1,14,1,2,1,2,2,2,132.45,5,1,4776,1178,1,8430356,77967,996219,3399099,39274,0,0
2270,4,8,126000,7,8,25,1,1,2,2,2,2,91.01,65,2,1008,4757,1,7901892,140962,2280800,7782090,139763,0,0
2271,3,5,10000,3,5,2,1,1,2,2,2,2,2314.83,25,2,3248,1098,1,923131,20042,229429,782812,18553,0,0
2272,1,2,330000,8,3,25,1,1,2,2,2,2,99.27,6,1,4976,1014,1,31462722,637331,4871718,16622302,533908,1,1
2273,2,4,89000,6,4,26,1,2,2,2,1,2,220.48,18,2,5578,974,1,18365243,192551,2224866,7591243,113651,0,0
2274,3,6,4850,2,3,13,1,1,2,2,2,2,734.43,31,2,3001,1953,1,307058,5414,37537,128076,3503,1,1
2275,2,3,11000,4,7,13,1,1,2,2,2,2,864.37,11,2,7712,422,1,696309,9731,73721,251536,6414,0,0
2276,1,2,6400,3,4,12,1,1,2,2,2,2,2463.5,7,1,5982,642,1,649204,7966,29940,102155,3266,1,1
2277,2,3,25500,5,6,23,1,1,2, ,2,2,873.18,15,2,6588,524,1,4647231,69171,537860,1835178,46875,1,1
2278,2,3,116000,7,6,2,1,1,2,2,2,2,77.89,16,1,5408,895,1,12882777,224198,3608687,12312840,214716,0,0
2280,3,5,34000,5,7,14,1,1,2,2,2,2,343.4,25,1,2496,2047,1,1146766,23644,268684,916750,20836,1,1
2282,2,4,32500,5,5,5,1,1,2,2,2,2,409.62,20,2,3891,1809,1,2113213,24789,172621,588983,13437,0,0
2284,2,3,490000,8,2,2,1,1,2,2,1,2,3.5,90,1,6683,643,1,161837332,2067314,8207872,28005259,493806,1,1
2285,1,2,6800,3,1,2,1,1,2,2,2,2,2739.65,51,2,3705,1363,1,235250,5564,23139,78950,3129,0,0
2286,1,2,5600,3,3,15,1,1,2,2,2,2,165.84,7,2,6078,645,1,1622376,24324,145825,497555,14005,0,1
2287,3,7,166000,7,5,14,1,1,2,2,2,2,128.89,34,2,1468,3144,1,11703163,169437,2433146,8301894,147276,0,0
2288,1,1,3300,2,1,2,1,1,2,2,2,2,2739.65,3,1,6005,773,1,231655,3713,8367,28548,1123,0,0
2289,2,3,170000,7,7,2,1,2,1,2,2,2,77.89,16,2,5203,751,1,6074879,112731,1778169,6067113,112641,0,0
2291,2,3,50000,5,3,5,1,1,2,2,2,2,409.62,60,2,5776,801,1,1574722,13879,19935,68018,2010,1,1
2292,3,7,2400,2,1,13,1,2,2,2,2,2,2544.74,35,2,1056,3151,1,44711,1488,13104,44711,1488,1,0
2295,1,2,164000,7,7,5,1,1,1,2,2,2,80.53,7,2,5156,602,1,30898746,332246,3195389,10902667,225338,0,0
2296,3,7,18250,4,6,2,1,1,2,2,2,2,377.5,34,2,1729,2844,1,940156,18602,156429,533736,15643,0,0
2297,3,5,21500,4,4,26,1,1,2,2,2,2,377.5,26,2,1250,3158,1,3079925,53554,610054,2081504,40888,0,0
2298,4,9,900000,9,6,16,1,1,1,2,2,2,9.85,142,2,1929,1650,1,121505781,2280556,17775340,60649460,1925275,1,0
2299,4,9,2600,2,5,2,1,1,2,2,2,2,950.84,41,1,1902,412,1,462876,21905,116685,398129,21194,0,0
2301,1,1,16000,4,5,6,1,2,2,2,2,2,781.6,1,1,9857,323,1,798408,19200,234000,798408,19200,0,0
2302,2,3,10000,3,3,5,1,1,2,2,2,2,220.48,11,1,6729,587,1,255635,3038,10500,35826,1072,1,1
2303,2,3,106000,7,5,2,1,1,2,2,2,2,77.89,14,2,5756,825,1,11015434,214485,3046201,10393638,209909,0,0
2304,3,6,2050,2,6,1,2,2,2,2,2,2,3187.23,29,1,3701,1236,2,                  ,          ,               ,                  ,          ,9,9
2305,2,4,8000,3,1,15,1,1,2,2,2,2,1701.91,18,2,6398,774,1,1014014,20456,165022,563055,15347,0,0
2307,2,4,1100,2,7,26,1,2,2,2,2,2,2724.37,19,1,4356,1349,1,39525,1088,11584,39525,1088,0,0
2308,4,8,1800,2,2,2,1,1,2,2,2,2,2739.65,38,2,3780,900,1,164869,2510,25416,86719,1980,0,0
2309,2,4,46000,5,7,13,1,1,2,2,2,2,363.08,17,1,7428,656,1,4994569,55000,401701,1370604,28000,1,0
2310,1,2,41500,5,1,14,1,1,1,2,2,2,221.72,51,1,4614,1160,1,3350577,47567,303176,1034437,28397,1,1
2311,1,2,360000,8,2,14,1,1,1,2,2,2,135.43,5,1,5892,1010,1,23434598,297835,1287455,4392796,156899,0,1
2312,3,5,74000,6,7,7,1,2,2,2,2,1,534.25,22,1,3049,1891,1,14205046,183403,1223343,4174046,65444,1,1
2314,4,8,21000,4,4,25,1,1,2,1,2,2,221.72,37,1,5686,529,1,3889014,39511,402815,1374405,26098,1,1
2315,3,7,69000,6,8,1,1,2,2,2,2,2,376.69,36,1,2356,2464,1,231177,6479,67754,231177,6479,0,1
2316,2,3,108000,7,5,17,1,1,1,2,2,2,214.9,64,2,5956,701,1,24508564,128131,1521662,5191911,101312,1,1
2317,3,7,5500,3,1,2,1,2,2,2,2,2,69.29,57,1,2344,2750,1,153963,5415,45124,153963,5415,0,0
2319,1,2,95000,6,6,2,1,1,2,2,2,2,221.72,6,1,4938,901,1,10344167,253806,1774861,6055826,237550,0,0
2320,2,4,138000,7,2,1,1,1,2,2,2,2,214.9,19,2,4789,1678,1,7463049,60462,325965,1112193,21839,0,0
2321,3,6,205000,8,8,18,1,1,1,2,2,2,115.1,30,2,4347,1146,1,40507734,426198,6701112,22864194,386376,0,0
2322,3,5,39500,5,5,23,1,1,2, ,2,2,381.66,21,2,5335,820,1,4462938,130760,869777,2967679,112636,0,0
2323,2,3,500001,9,4,16,1,1,2,2,1,1,3.5,90,1,7233,693,1,165007461,2094404,7944793,27107634,478363,1,1
2324,2,3,55000,6,4,13,1,1,2,2,2,2,199.06,12,1,9283,673,1,13667175,132959,1061166,3620698,66262,0,0
2325,3,5,1700,2,3,15,1,1,2,2,2,2,1591,21,1,4992,1068,1,1013079,11890,191097,652023,7778,0,0
2326,3,5,45000,5,6,7,1,1,2,2,2,2,331.3,56,2,2594,1390,1,3547778,73379,865322,2952479,67274,0,0
2327,3,5,8100,3,8,12,1,2,2,2,2,2,808.04,21,1,4696,1108,1,188694,9217,55303,188694,9217,0,0
2328,4,9,198000,7,7,5,1,2,2,2,2,2,88.09,42,1,2408,980,1,3967736,179449,1162877,3967736,179449,0,0
2329,3,5,235000,8,3,13,1,2,1,2,2,2,70.71,52,1,168,3452,1,3419188,103009,945200,3225022,101209,0,0
2330,2,3,15500,4,7,26,1,1,2,2,2,2,679.47,13,1,7061,582,1,1382194,15387,120062,409652,7740,0,0
2331,4,9,65000,6,6,18,1,1,2,2,2,2,132.45,41,2,1380,2006,1,1975482,43711,353865,1207387,38165,0,0
2332,3,5,77000,6,7,13,1,1,1,2,2,2,87.4,21,2,5692,743,1,4509284,85005,980447,3345285,75432,0,0
2333,2,4,7000,3,6,18,1,1,2,2,2,2,1697.96,17,1,7520,676,1,1452166,18710,155376,530143,11691,1,0
2334,2,3,41500,5,5,14,1,1,2,2,2,2,402.35,11,2,8268,429,1,3726268,40857,227904,777608,19181,0,0
2335,4,8,56000,6,7,8,1,1,2,2,2,2,221.72,38,2,5189,715,1,7226848,118403,2109003,7195918,118179,0,0
2336,3,5,30000,5,7,26,1,2,2,2,2,2,377.5,27,1,290,4844,1,1729038,33669,506752,1729038,33669,0,0
2337,4,9,18000,4,7,25,1,2,2,2,2,2,242.54,62,2,1254,738,1,1793856,65360,525749,1793856,65360,0,0
2339,1,2,900000,9,2,2,1,1,1,2,2,2,82.18,61,2,5259,967,1,273897189,2737382,20010743,68276655,753211,0,0
2340,2,3,17500,4,8,23,1,1,2, ,2,2,864.37,50,1,6335,604,1,1489041,30732,232872,794559,25834,0,0
2341,4,9,340000,8,6,16,1,1,1,1,1,1,7.44,144,1,3071,1886,1,151438435,1810069,13212660,45081596,666181,0,0
2343,2,3,400000,8,1,2,1,1,2,2,2,2,42.03,85,2,5796,952,1,38306158,798890,7990000,27261880,720000,0,0
2345,2,3,375000,8,2,16,1,1,1,2,2,2,11.18,118,1,5739,997,1,106620511,1193870,12352062,42145236,783245,1,0
2348,4,9,1750,2,3,15,1,2,2,1,2,2,1390.68,40,2,6327,167,1,414480,15792,121477,414480,15792,0,0
2349,2,4,1150,2,7,26,1,2,2,1,2,2,2504.14,19,1,4394,1249,1,6541,221,1917,6541,221,1,1
2352,3,6,9500,3,7,5,2,2,2,2,2,2,3506.67,29,1,4441,1419,2,                  ,          ,               ,                  ,          ,9,9
2353,3,7,6500,3,8,8,1,2,2,2,2,2,1589.69,49,2,1695,2800,1,428731,11556,125654,428731,11556,1,1
2354,4,9,65000,6,7,2,1,1,2,2,2,2,39.99,47,2,1585,757,1,4838121,151040,1179984,4026105,144057,0,0
2355,3,5,108000,7,7,13,1,2,2,2,2,2,130.38,26,2,1620,2704,1,2772823,71456,812668,2772823,71456,0,0
2356,2,3,4200,2,8,25,1,1,2,2,2,2,80.08,16,1,3900,803,1,829423,12758,74510,254228,6461,1,1
2357,3,7,14000,4,4,14,1,1,2,2,2,2,364.2,36,2,1528,2667,1,661063,14501,141713,483525,12951,1,1
2358,4,8,2000,2,6,26,1,1,2,2,2,2,781.6,38,1,4352,1029,1,144021,1683,6403,21847,545,0,0
2359,3,5,4950,2,5,5,1,2,2,2,2,2,3506.67,21,1,5038,1165,1,39347,1227,11532,39347,1227,1,1
2360,2,4,6400,3,5,26,1,1,2,2,2,2,2447.55,19,2,5224,1507,1,240519,3885,46379,158245,3178,0,0
2361,3,6,33000,5,7,25,1,1,2,2,2,2,346.9,31,2,3273,1739,1,1019690,16117,148223,505737,11117,0,0
2362,2,3,3600,2,6,5,1,1,2,2,2,2,4044.03,14,1,5961,748,1,378834,5130,27329,93247,2620,0,1
2363,1,2,26500,5,5,23,1,1,2, ,2,2,410.56,6,1,4669,1104,1,4579836,122747,891679,3042409,105192,1,1
2364,3,5,500001,9,5,2,1,1,1,2,1,2,24.15,22,2,4759,1184,1,317753822,2197653,19766154,67442117,1333115,0,0
2365,1,2,160000,7,4,14,1,1,2,2,2,2,253.57,10,2,6105,790,1,3891612,63571,540036,1842603,54804,1,1
2366,2,3,51000,6,6,25,1,1,2,2,2,2,80.08,16,1,5177,837,1,6826294,109658,1119397,3819383,69658,0,0
2367,3,5,8500,3,6,23,1,2,2, ,2,2,2314.83,25,1,2854,2170,1,643104,15513,188483,643104,15513,0,0
2369,2,3,2350,2,3,6,1,1,2,2,2,2,2447.55,14,1,5781,608,1,420224,6469,110107,375685,6083,0,0
2370,3,5,4000,2,5,13,1,2,2,2,2,2,2314.83,25,1,2428,1898,1,39531,1407,11586,39531,1407,0,0
2371,4,9,100000,6,7,25,1,1,2,2,2,2,80.53,43,1,7511,529,1,8728683,153872,2258328,7705415,145771,0,0
2372,3,5,215000,8,6,2,1,1,1,2,2,2,17.36,77,1,2748,1427,1,32083538,344445,7476804,25510855,288360,0,0
2373,3,5,3500,2,5,26,1,1,1,2,2,2,2314.83,24,1,2902,1680,1,233458,4702,25740,87825,2890,0,0
2374,1,2,2100,2,4,26,1,2,1,2,2,2,2739.65,7,1,6700,433,1,127441,1519,7800,26614,780,0,0
2375,2,4,5500,3,4,18,1,2,1,2,2,2,1697.96,17,2,9928,673,1,403457,6451,45440,155041,4226,0,0
2376,3,5,20000,4,8,2,1,2,2,2,2,2,69.29,27,1,370,4261,1,67158,1971,19683,67158,1971,1,0
2377,4,9,184000,7,7,18,1,1,2,2,2,2,132.45,47,2,1098,683,1,4363116,124234,911772,3110966,114264,1,1
2378,2,3,12000,4,6,18,1,1,2,2,2,2,352.05,13,1,5173,805,1,1072303,11721,225950,770941,9138,0,0
