PUBID7   ,REGION7  ,CENDIV7  ,SQFT7    ,SQFTC7   ,YRCONC7  ,PBA7     ,ELUSED7  ,NGUSED7  ,FKUSED7  ,PRUSED7  ,STUSED7  ,HWUSED7  ,CLIMATE7 ,NFLOOR7  ,YRCON7   ,MONCON7  ,GOVOWN7  ,GOVTYP7  ,NOCC7    ,NOCCAT7  ,OWNOCC7  ,OWNREP7  ,MONUSE7  ,PORVAC7  ,OPEN247  ,OPNMF7   ,OPNWE7   ,WKHRS7   ,WKHRSC7  ,NWKER7   ,NWKERC7  ,HT17     ,HT27     ,COOL7    ,WATR7    ,COOK7    ,MANU7    ,GENR7    ,HEATP7   ,HTLS507  ,COOLP7   ,LTOHRP7  ,ADJWT7   ,PAIR7    ,STRATUM7
141,2,3,100001,7,8,14,1,1,2,2,2,2,2,4,1998,  ,1,3,1,2,1, ,10,2,2,1,2,45,3,65,6,1,2,1,1,1,2,2,100, ,75,80,29.17,1,38
142,2,3,22500,4,2,14,1,1,2,2,2,2,2,3,1924,  ,2, ,1,2,2,1,12,2,2,1,1,60,4,25,5,1,2,1,1,1,2,2,90, ,54,90,205.09,1,7
143,2,3,20000,4,7,5,1,1,2,2,2,2,1,1,1995,  ,1,2,1,2,1, ,12,2,2,1,2,40,3,6,3,1,2,1,1,2,2,2,90, ,50,100,440.18,1,34
144,2,3,5500,3,2,25,1,1,2,2,2,2,2,3,1928,  ,2, ,1,2,2,2,12,2,2,2,1,12,2,3,2,1,2,1,1,2,2,2,90, ,50,90,492.06,1,7
145,1,2,300000,8,5,24,1,1,2,2,2,2,3,1,1970,  ,2, ,1,2,2,2,12,2,9,9,9,126,6,70,6,1,2,2,1,2,2,2,100, ,   ,100,16.06,1,17
146,4,8,9500,3,4,13,1,1,2,2,2,2,5,1,1964,  ,2, ,33,6,1, ,12,2,2,1,1,45,3,0,1,1,2,1,1,1,2,2,100, ,100,75,5494.32,1,30
147,4,8,10001,4,2,14,1,2,2,2,2,2,2,1,1943,  ,1,3,1,2,1, ,9,2,2,1,2,20,2,16,4,1,2,1,1,2,2,2,100, ,100,100,437.18,1,30
148,1,1,60000,6,4,2,1,2,1,1,2,2,2,2,1960,  ,2, ,25,6,2,1,12,2,2,1,1,59,4,50,6,1,2,2,2,2,2,1,100, ,   ,50,551.87,1,30
149,1,2,85000,6,1,2,1,2,1,2,2,2,3,12,1919,  ,2, ,14,5,2,2,12,2,2,1,1,62,5,60,6,1,2,1,1,2,1,2,100, ,70,100,188.42,1,34
150,4,9,12500,4,5,14,1,1,2,2,2,2,4,1,1975,  ,1,2,2,3,2,2,12,2,2,2,1,60,4,50,6,1,1,1,1,2,2,2,20, ,5,30,464.4,2,28
151,3,5,9500,3,2,15,1,1,2,2,2,2,4,2,1923,  ,2, ,1,2,1, ,12,2,2,1,1,112,6,21,5,1,2,1,1,1,2,2,80, ,80,80,3494.37,1,7
152,2,3,40000,5,3,15,1,2,2,2,1,1,3,2,1946,  ,2, ,1,2,1, ,12,2,2,1,1,84,5,20,5,1,2,1,1,1,2,2,100, ,100,60,157.06,1,22
153,2,3,100001,7,1,2,1,2,2,2,1,2,1,3,1915,  ,1,2,1,2,1, ,12,2,2,1,2,80,5,450,8,1,2,1,1,2,2,2,100, ,100,100,26.67,2,34
154,3,6,45000,5,6,18,1,1,2,2,2,2,4,6,1985,  ,2, ,1,2,1, ,12,2,1, , ,168,7,20,5,1,2,1,1,2,2,1,80, ,80,50,350.45,2,24
155,1,1,130000,7,7,14,1,2,1,1,2,2,1,3,1992,  ,1,3,1,2,1, ,12,2,2,1,1,85,6,100,7,1,1,1,1,1,2,2,100, ,25,100,145.77,1,25
156,1,2,13750,4,3,6,1,1,2,2,2,2,2,1,1950,  ,2, ,1,2,1, ,12,2,2,1,1,86,6,16,4,1,2,1,1,1,2,2,100, ,100,100,2911.94,2,38
157,4,8,5001,3,3,12,1,1,2,2,2,2,2,2,1956,  ,2, ,1,2,1, ,12,2,2,1,1,24,2,4,2,1,1,1,1,2,2,2,100, ,80,60,464.4,1,30
158,3,6,12500,4,6,25,1,2,2,2,2,2,4,2,1988,  ,2, ,1,2,1, ,8,1,2,1,1,84,5,2,2,1,2,1,2,2,2,2,100, ,100,100,478.12,1,39
159,1,2,325000,8,6,2,1,1,1,2,2,2,2,991,1983,  ,2, ,14,5,2,2,12,1,2,1,1,55,4,990,9,1,2,1,1,1,2,1,100, ,99,100,15.37,1,41
160,3,6,300000,8,3,2,1,2,1,2,1,2,4,3,1957,  ,1,1,7,4,1, ,12,2,2,1,2,60,4,461,8,1,2,1,1,2,2,1,95, ,95,100,18.1,2,39
161,3,6,110000,7,6,2,1,1,2,2,2,2,3,1,1984,  ,2, ,3,3,2,2,12,2,1, , ,168,7,60,6,1,1,1,1,2,2,2,100, ,100,100,193.71,1,24
162,4,9,200000,7,4,14,1,1,2,2,2,2,4,2,1963,  ,2, ,1,2,1, ,12,2,2,1,1,53,4,80,6,1,2,1,1,1,2,2,70, ,100,100,515.59,2,10
163,2,3,250000,8,3,5,1,1,2,1,2,2,2,2,1959,  ,2, ,1,2,2,2,12,1,2,1,2,90,6,35,5,1,2,1,1,2,2,2,95, ,20,55,136.3,1,7
164,3,6,10000,3,6,2,1,1,2,2,2,2,4,2,1987,  ,2, ,2,3,1, ,12,2,2,1,2,45,3,30,5,1,1,1,1,2,2,2,100, ,100,80,2911.94,2,12
165,4,9,15000,4,3,5,1,1,2,2,2,2,4,1,1959,  ,2, ,1,2,2,2,12,2,2,1,1,50,4,30,5,1,2,1,1,2,1,2,33, ,33,100,216.49,2,36
166,2,3,800000,9,6,24,1,1,1,2,2,2,1,1,1986,  ,2, ,122,8,2,1,12,1,2,1,1,73,5,1500,10,1,1,1,1,1,2,1,100, ,100,100,19.11,2,34
167,3,6,40000,5,4,14,1,1,2,2,2,2,5,1,1961,  ,1,3,1,2,1, ,9,2,2,1,2,45,3,44,5,1,1,1,1,1,2,2,100, ,100,100,195.91,2,2
168,3,7,50000,5,4,18,1,2,2,2,1,2,5,3,1960,  ,1,2,1,2,2,1,12,2,1, , ,168,7,3,2,1,2,1,1,2,2,2,100, ,100,100,218.26,1,4
169,2,3,35000,5,3,14,1,1,2,2,2,2,3,2,1948,  ,1,3,1,2,1, ,10,2,2,1,1,50,4,24,5,1,2,1,1,1,2,2,100, ,5,100,388.22,2,16
170,1,2,550000,9,4,2,1,2,2,2,1,2,3,992,1966,  ,2, ,70,7,2,1,12,1,1, , ,168,7,1500,10,1,2,1,1,2,2,2,100, ,100,90,20.97,1,27
171,3,7,2250,2,1,2,1,1,2,2,2,2,4,1,1915,  ,2, ,1,2,2,2,12,2,2,1,2,40,3,2,2,1,2,1,2,2,2,2,100, ,100,100,6765.32,1,3
172,3,7,65000,6,5,2,1,1,2,2,2,2,5,1,1976,  ,2, ,1,2,2,2,12,1,2,1,2,45,3,10,4,1,2,1,1,1,2,2,25, ,100,75,419.28,1,25
173,3,5,32500,5,3,26,1,1,2,2,2,2,3,3,1956,  ,2, ,1,2,1, ,12,2,2,1,1,85,6,35,5,1,2,1,1,2,2,2,90, ,90,85,133.68,2,44
174,1,1,425000,8,7,2,1,1,1,2,2,2,2,5,1995,  ,1,2,1,2,2,1,12,2,1, , ,168,7,1500,10,1,1,1,1,1,2,1,100, ,100,95,18.93,1,36
175,1,2,250000,8,5,16,1,1,1,2,2,2,3,8,1979,  ,2, ,1,2,1, ,12,2,1, , ,168,7,1000,10,1,2,1,1,2,2,1,100, ,90,90,14.37,1,12
176,3,6,12500,4,5,26,1,1,2,2,2,2,4,1,1970,  ,1,1,1,2,1, ,12,2,2,1,1,84,5,46,5,1,2,1,1,2,2,2,100, ,90,80,331.47,2,24
177,4,9,11250,4,5,2,1,1,2,2,2,2,4,2,1971,  ,2, ,7,4,2,2,12,2,2,1,1,65,5,50,6,1,2,1,1,2,2,2,100, ,100,100,335.98,1,11
178,1,2,1000000,9,5,16,1,1,1,2,2,2,3,9,1972,  ,2, ,1,2,1, ,12,2,1, , ,168,7,3000,11,1,1,1,1,1,2,1,100, ,100,100,8.37,2,3
179,3,5,45000,5,5,14,1,2,1,1,2,2,3,1,1976,  ,1,3,1,2,1, ,12,2,2,1,2,40,3,50,6,1,2,1,1,1,2,1,100, ,80,100,215.22,1,14
180,3,7,12500,4,6,2,1,1,2,2,2,2,4,1,1987,  ,2, ,1,2,1, ,12,2,1, , ,168,7,45,5,1,1,1,1,2,2,2,100, ,100,100,5678.98,1,3
181,1,2,3750,2,1,1,2,2,2,2,2,2,3,2,1810,  ,2, ,0,1, , ,0,1, , , ,0,1,0,1,2,2,2,2,2,2,2,   , ,   ,   ,2911.94,2,33
182,1,2,90000,6,6,17,1,2,1,1,2,2,2,3,1985,  ,1,3,1,2,1, ,12,2,1, , ,168,7,170,7,1,1,1,1,1,2,1,100, ,75,100,147.14,1,37
183,1,2,1800000,10,6,2,1,2,2,2,1,2,3,992,1986,  ,2, ,45,6,2,1,12,2,1, , ,168,7,4000,11,1,2,1,1,1,2,2,100, ,95,98,5.27,1,18
184,3,5,250000,8,4,23,1,1,2,2,2,2,5,4,1964,  ,2, ,26,6,2,2,12,2,9,9,1,120,6,1500,10,1,1,1,2,2,2,2,100, ,100,95,32.21,1,40
185,3,6,120000,7,2,14,1,1,2,2,1,2,4,6,1935,  ,1,2,1,2,1, ,12,2,1, , ,168,7,100,7,1,2,1,1,2,2,1,100, ,95,90,34.17,1,39
186,3,7,45000,5,2,5,1,2,2,2,2,2,5,1,1938,  ,2, ,1,2,1, ,12,2,2,1,2,40,3,2,2,2,2,1,2,2,2,2,   , ,5,100,185.69,1,12
187,3,6,3250,2,4,15,1,1,2,2,2,2,3,2,1960,  ,2, ,1,2,1, ,7,1,2,1,1,65,5,2,2,1,2,1,1,2,2,2,50, ,50,65,524.16,1,24
188,3,5,12500,4,6,2,1,2,2,2,2,2,5,1,1981,  ,2, ,3,3,2,1,12,1,2,1,2,40,3,35,5,1,2,1,1,2,2,2,100, ,100,90,326.8,1,38
189,1,1,25000,4,8,25,1,1,2,2,2,2,1,1,1997,  ,2, ,1,2,2,2,12,2,2,1,1,90,6,24,5,1,2,1,1,2,2,2,100, ,100,100,505.58,1,40
190,3,7,6500,3,3,23,1,1,2,2,2,2,5,1,1958,  ,2, ,4,3,2,2,12,1,2,1,1,58,4,18,4,1,2,1,1,2,2,2,100, ,100,100,688.64,2,27
191,4,9,4000,2,3,2,1,1,2,2,2,2,4,2,1954,  ,2, ,2,3,1, ,12,2,2,1,1,60,4,10,4,1,1,1,1,2,2,2,100, ,100,80,5678.98,2,41
192,2,3,50000,5,7,25,1,1,2,2,2,2,2,2,1994,  ,2, ,1,2,2,2,12,2,2,1,1,130,6,15,4,1,1,1,1,2,2,2,80, ,80,80,168.35,1,9
193,1,2,75000,6,4,14,1,1,1,2,2,2,3,2,1968,  ,1,2,1,2,1, ,10,1,2,1,2,40,3,35,5,1,1,1,1,1,2,1,100, ,65,75,161.76,2,18
194,3,6,20000,4,3,13,1,1,2,2,2,2,4,2,1959,  ,2, ,1,2,1, ,12,2,2,1,1,13,2,12,4,1,1,1,1,1,2,2,100, ,75,40,464.4,2,24
195,3,7,2250,2,5,15,1,1,2,2,2,2,4,1,1977,  ,2, ,1,2,2,2,12,2,2,1,1,118,6,9,3,1,2,1,1,1,2,2,100, ,50,80,3235.21,2,3
196,2,3,27500,5,6,5,1,1,2,2,2,2,2,1,1988,  ,2, ,1,2,2,1,12,2,2,1,1,90,6,18,4,1,1,1,2,2,2,2,100, ,5,100,235.13,1,16
197,2,4,70000,6,5,14,1,1,1,2,2,2,1,2,1970,  ,1,2,1,2,1, ,12,2,2,1,1,60,4,65,6,1,1,1,1,1,2,2,100, ,100,80,121.93,2,24
198,2,3,1500000,10,6,2,1,1,1,2,2,2,2,992,1987,  ,2, ,99,7,2,2,12,1,2,1,1,79,5,4500,11,1,2,1,1,1,2,1,100, ,98,100,5.27,1,40
199,1,2,500000,8,2,16,1,1,1,2,2,2,3,10,1926,  ,2, ,1,2,1, ,12,1,1, , ,168,7,300,8,1,2,1,1,1,2,1,100, ,100,100,7.4,1,38
200,3,7,1500,2,6,6,1,2,2,2,2,2,5,1,1980,  ,2, ,1,2,1, ,12,2,2,1,1,98,6,1,2,1,2,1,1,2,2,2,80, ,80,80,5494.32,2,4
201,4,8,45000,5,1,2,1,1,2,2,2,2,1,3,1917,  ,2, ,3,3,1, ,12,2,2,1,2,45,3,40,5,1,1,1,1,2,2,2,70, ,70,90,151.01,1,22
202,2,4,95000,6,7,18,1,2,2,2,2,2,1,1,1994,  ,2, ,1,2,1, ,12,2,1, , ,168,7,8,3,1,2,1,1,2,2,2,100, ,100,100,157.98,1,18
203,4,8,4500,2,6,2,1,1,2,2,2,2,5,1,1980,  ,2, ,4,3,2,2,12,1,2,1,1,45,3,16,4,1,1,1,1,2,2,2,100, ,100,100,352.83,1,30
204,2,4,40000,5,7,14,1,2,2,2,1,2,3,3,1994,  ,2, ,1,2,1, ,12,2,2,1,1,85,6,50,6,1,2,1,1,2,2,2,100, ,100,100,147.14,2,8
205,4,8,55000,6,6,2,1,2,2,2,2,2,2,3,1985,  ,2, ,5,3,2,1,12,1,2,1,1,87,6,275,8,1,2,1,1,2,2,2,100, ,100,70,134.24,1,10
206,2,4,60000,6,3,1,1,1,2,1,2,2,3,2,1950,  ,2, ,3,3,2,2,12,1,2,1,2,40,3,2,2,1,1,2,2,2,2,2,33, ,   ,33,124.58,1,41
207,3,5,3750,2,6,25,1,2,1,2,2,2,3,1,1983,  ,2, ,1,2,1, ,12,2,2,1,1,56,4,3,2,1,1,1,2,1,1,2,100, ,60,100,5764.94,1,43
208,4,9,12500,4,6,5,1,2,2,2,2,2,4,1,1983,  ,2, ,1,2,1, ,12,2,2,1,1,84,5,2,2,2,2,2,2,2,2,2,   , ,   ,0,519.51,1,41
209,4,9,8000,3,5,23,1,1,2,2,2,2,4,1,1975,  ,2, ,4,3,2,2,12,2,2,1,1,84,5,12,4,1,2,1,1,1,2,2,90, ,90,95,585.03,1,41
210,3,5,10001,4,3,2,1,2,2,2,2,2,4,2,1954,  ,2, ,1,2,1, ,12,2,2,1,2,55,4,35,5,1,2,1,1,2,2,2,100, ,100,90,5678.98,1,31
211,3,5,40000,5,3,5,1,2,2,1,2,2,3,2,1947,  ,2, ,1,2,1, ,12,2,2,1,2,40,3,6,3,1,2,1,2,2,2,2,100, ,1,100,242.61,1,43
212,1,2,1800000,10,4,1,1,1,1,2,2,2,2,2,1965,  ,2, ,1,2,2,1,12,1,1, , ,168,7,12,4,1,2,2,2,2,2,1,100, ,   ,100,19.93,2,27
213,4,9,1500,2,8,25,1,2,2,2,2,2,4,1,1998,  ,2, ,1,2,1, ,12,2,2,1,1,76,5,3,2,1,2,1,1,2,2,2,100, ,100,100,775.15,2,4
214,4,8,60000,6,7,14,1,2,2,2,2,2,5,1,1995,  ,1,2,1,2,1, ,12,2,2,1,2,40,3,50,6,1,2,1,1,1,2,2,100, ,100,100,468.72,2,32
215,4,9,3500,2,4,14,1,1,2,2,2,2,4,1,1965,  ,1,3,1,2,1, ,9,1,2,1,2,35,2,8,3,1,1,1,1,2,2,2,100, ,100,100,5064.47,1,41
216,2,3,16250,4,4,5,1,2,2,2,2,2,2,3,1960,  ,2, ,0,1, , ,0,1, , , ,0,1,0,1,2,2,2,2,2,2,2,   , ,   ,   ,224.74,1,26
217,1,1,110000,7,8,25,1,1,2,2,2,2,2,1,1998,  ,2, ,1,2,2,2,12,2,2,1,1,160,6,70,6,1,1,1,2,2,2,2,100, ,100,100,40.25,2,44
218,3,5,50001,6,6,2,1,2,2,2,2,2,5,1,1988,  ,2, ,11,5,2,2,12,1,1, , ,168,7,155,7,1,2,1,1,2,1,2,100, ,98,100,203.17,2,38
219,2,3,3000,2,1,26,1,1,2,2,2,2,3,1,1890,  ,2, ,1,2,2,2,12,2,2,2,1,23,2,2,2,1,1,1,1,2,2,2,100, ,100,100,6068.36,2,16
220,4,9,27500,5,1,14,1,2,2,2,1,2,3,3,1909,  ,1,2,1,2,1, ,12,2,2,1,1,68,5,100,7,1,2,2,1,2,2,2,100, ,   ,100,151.77,1,1
221,1,2,2500,2,3,26,1,2,1,2,2,2,2,1,1956,  ,2, ,2,3,1, ,12,1,2,1,2,64,5,5,3,1,2,1,1,2,2,2,100, ,50,0,6418.18,1,37
222,3,5,1750,2,7,6,1,2,2,2,2,2,3,1,1990,  ,2, ,1,2,1, ,12,2,2,1,1,94,6,4,2,1,2,1,1,1,2,2,100, ,100,100,5049.79,2,14
223,1,2,22500,4,1,25,1,1,2,2,2,2,2,3,1906,  ,2, ,1,2,2,2,12,2,2,1,1,57,4,7,3,1,2,1,1,2,2,2,95, ,85,90,503.54,2,27
224,3,5,500000,8,5,2,1,1,2,2,2,2,3,13,1973,  ,2, ,1,2,2,1,12,2,1, , ,168,7,1800,10,1,2,1,1,1,2,1,100, ,100,100,16.08,1,35
225,1,1,50001,6,1,2,1,2,1,2,2,2,1,5,1900,  ,2, ,18,5,2,1,12,1,2,1,1,60,4,54,6,1,2,1,1,2,2,2,100, ,50,90,173.79,2,25
226,4,9,450000,8,5,2,1,1,1,1,2,2,4,991,1975,  ,2, ,1,2,1, ,12,1,2,1,2,55,4,1200,10,1,2,1,1,1,2,1,80, ,80,75,14.49,2,9
227,3,5,21250,4,4,7,1,2,1,1,2,2,3,2,1966,  ,2, ,1,2,1, ,12,2,2,2,1,20,2,40,5,1,1,1,1,1,2,1,100, ,70,50,689.4,1,14
228,3,5,550000,9,4,2,1,1,1,1,2,2,4,12,1965,  ,1,2,1,2,2,1,12,2,2,1,1,50,4,53,6,1,1,1,1,2,2,1,100, ,100,90,16.05,1,39
229,3,7,12500,4,6,1,2,2,2,2,2,2,5,2,1988,  ,2, ,0,1, , ,0,1, , , ,0,1,0,1,2,2,2,2,2,2,2,   , ,   ,   ,391.42,1,42
230,2,3,600000,9,6,16,1,1,1,2,2,2,1,7,1989,  ,2, ,1,2,1, ,12,1,1, , ,168,7,970,9,1,2,2,1,1,2,1,100, ,   ,80,14.27,1,34
231,3,5,190000,7,7,25,1,1,2,2,2,2,5,1,1991,  ,2, ,1,2,2,2,12,1,1, , ,168,7,120,7,1,2,1,1,1,2,2,100, ,100,100,45.59,2,38
232,2,4,16250,4,6,2,1,2,2,2,2,2,3,2,1982,  ,2, ,2,3,1, ,12,2,2,1,2,40,3,45,5,1,2,1,1,2,2,2,100, ,100,95,5678.98,2,8
233,3,7,8000,3,3,8,1,1,2,2,2,2,5,1,1957,  ,2, ,1,2,2,2,12,2,2,1,2,45,3,7,3,1,2,1,1,2,2,2,100, ,100,100,688.64,1,25
234,3,6,12500,4,2,13,1,2,2,2,1,1,5,2,1935,  ,1,1,4,3,2,1,12,2,2,1,2,40,3,15,4,1,1,1,1,2,2,2,100, ,100,100,439.77,2,2
235,1,1,50001,6,1,14,1,2,2,2,1,2,2,3,1907,  ,1,2,1,2,1, ,12,1,2,1,1,87,6,100,7,1,2,1,1,2,2,2,100, ,40,90,155.01,2,26
236,2,3,35000,5,6,2,1,1,2,2,2,2,2,2,1987,  ,2, ,1,2,2,2,9,1,1, , ,168,7,60,6,1,1,1,1,2,1,2,100, ,100,85,230.15,1,25
237,3,5,1750,2,2,25,1,2,2,2,2,2,5,2,1930,  ,2, ,1,2,2,2,12,2,2,1,2,40,3,2,2,2,2,1,1,2,2,2,   , ,100,80,194.74,2,40
238,4,8,130000,7,4,14,1,2,2,2,2,1,2,3,1960,  ,2, ,1,2,1, ,12,2,2,1,1,128,6,500,9,1,2,1,1,2,2,2,100, ,100,100,28.73,2,10
239,2,4,160000,7,8,8,1,1,1,2,2,2,1,4,1997,  ,2, ,3,3,1, ,12,2,2,1,1,45,3,170,7,1,1,1,1,2,2,1,100, ,100,100,30.52,1,36
240,1,1,50001,6,6,2,1,2,2,2,2,2,2,4,1984,  ,2, ,12,5,2,1,12,2,2,1,1,75,5,175,7,1,2,1,1,2,2,1,100, ,100,100,262.71,2,19
241,2,4,75000,6,5,5,1,1,2,2,2,2,3,1,1979,  ,2, ,1,2,1, ,12,2,2,1,2,100,6,30,5,1,1,1,1,2,2,2,100, ,15,100,168.85,1,8
242,3,5,550000,9,8,5,1,1,2,2,2,2,4,2,1999,3,2, ,1,2,2,2,5,1,2,1,2,90,6,80,6,1,1,1,1,2,2,2,4, ,4,50,8.15,1,13
243,4,8,120000,7,6,25,1,2,2,2,2,2,5,1,1980,  ,2, ,12,5,2,2,12,2,2,1,2,45,3,65,6,1,2,1,2,2,1,2,100, ,100,100,195.69,2,19
244,3,5,2000,2,6,2,1,2,1,2,2,2,3,1,1988,  ,2, ,1,2,2,2,12,2,2,1,2,42,3,4,2,1,2,1,1,2,2,2,100, ,100,100,352.83,1,14
245,4,9,700000,9,8,5,1,2,2,2,2,2,4,1,1999,1,2, ,3,3,2,2,7,1,2,1,2,50,4,60,6,1,2,1,1,2,2,2,3, ,3,30,16.3,2,22
246,2,3,200000,7,3,5,1,1,2,2,2,2,3,1,1946,  ,1,3,0,1, , ,0,1, , , ,0,1,0,1,1,2,2,2,2,2,2,50, ,   ,   ,98.2,2,34
247,2,3,250000,8,4,18,1,2,2,2,1,2,1,11,1966,  ,1,2,1,2,1, ,12,2,1, , ,168,7,33,5,1,2,2,1,2,2,2,100, ,   ,100,26.67,2,34
248,2,3,80000,6,2,2,1,2,2,2,2,2,2,9,1920,  ,2, ,10,4,2,1,12,2,2,1,1,60,4,200,7,1,2,1,1,2,2,2,100, ,100,100,188.42,1,5
249,4,8,60000,6,8,5,1,1,2,2,2,2,2,1,1997,  ,2, ,4,3,2,2,9,1,2,1,2,50,4,25,5,1,1,1,1,2,2,2,54, ,18,100,36.85,1,18
250,4,9,42500,5,6,13,1,1,2,2,2,2,4,3,1980,  ,1,2,1,2,1, ,12,2,2,1,1,72,5,25,5,1,2,1,1,2,2,2,100, ,100,90,481.72,2,30
251,3,6,8500,3,3,5,1,2,2,2,2,2,5,1,1952,  ,1,1,3,3,2,1,12,2,2,1,2,40,3,15,4,1,2,1,2,2,2,2,20, ,20,30,6017.97,2,2
252,4,8,3750,2,6,5,2,2,2,2,2,2,2,1,1989,  ,2, ,0,1, , ,0,1, , , ,0,1,0,1,2,2,2,2,2,2,2,   , ,   ,   ,6893.93,1,30
253,3,7,900000,9,5,16,1,2,1,2,1,2,5,12,1976,  ,2, ,1,2,1, ,12,1,1, , ,168,7,1800,10,1,1,1,1,1,2,1,100, ,100,100,8.11,1,7
254,2,4,6500,3,5,13,1,1,2,2,2,2,3,1,1975,  ,1,3,1,2,1, ,12,2,2,1,1,60,4,8,3,1,1,1,1,2,2,2,100, ,100,90,2911.94,1,41
255,4,9,1400000,10,7,16,1,1,1,2,1,2,3,6,1992,  ,2, ,1,2,1, ,12,1,1, , ,168,7,2000,10,1,1,1,1,1,2,1,75, ,75,100,8.37,1,29
256,1,1,30000,5,2,7,1,1,1,2,2,2,2,4,1933,  ,1,3,1,2,1, ,12,2,1, , ,168,7,35,5,1,2,1,1,2,2,1,100, ,33,80,448.77,1,32
257,3,5,8000,3,3,14,1,2,2,2,2,2,5,2,1950,  ,2, ,3,3,1, ,12,2,2,1,1,63,5,15,4,1,2,1,1,2,2,2,75, ,100,50,401.51,1,38
258,1,1,120000,7,7,14,1,1,1,2,2,2,2,3,1991,  ,1,3,1,2,1, ,12,2,2,1,1,95,6,110,7,1,1,1,1,1,2,1,100, ,25,95,149.5,2,15
259,2,3,9500,3,6,2,1,1,2,2,2,2,2,2,1984,  ,2, ,1,2,1, ,12,2,2,1,1,55,4,2,2,1,2,1,1,2,2,2,100, ,100,65,464.4,1,19
260,2,3,8000,3,1,15,1,1,2,2,2,2,2,3,1911,  ,2, ,1,2,1, ,12,1,2,1,1,76,5,15,4,1,2,1,1,1,2,2,100, ,60,60,3494.37,2,16
261,1,2,65000,6,5,14,1,1,2,2,2,1,2,2,1975,  ,1,3,1,2,1, ,12,2,2,1,1,75,5,10,4,1,2,1,1,2,2,1,100, ,100,100,156.82,1,27
262,1,1,40000,5,1,1,1,2,2,2,2,2,2,5,1850,  ,2, ,1,2,1, ,12,1,2,3,2,0,1,0,1,2,2,2,2,2,2,2,   , ,   ,   ,176.97,1,36
263,2,3,65000,6,6,18,1,2,2,2,1,1,2,3,1988,  ,2, ,1,2,1, ,12,2,1, , ,168,7,5,3,1,2,1,1,2,2,2,100, ,100,100,129.43,2,26
264,3,5,55000,6,6,91,1,1,2,2,2,2,4,2,1983,  ,2, ,5,3,2,1,12,2,1, , ,168,7,40,5,1,1,1,1,2,2,2,100, ,75,100,210.52,1,44
265,4,8,20000,4,3,5,1,2,2,2,2,2,4,1,1955,  ,2, ,0,1, , ,0,1, , , ,0,1,0,1,2,2,2,2,2,2,2,   , ,   ,   ,356.63,2,30
266,3,5,300000,8,4,2,1,1,2,2,2,2,5,2,1963,  ,2, ,9,4,1, ,12,1,2,1,1,50,4,114,7,1,2,1,1,1,2,1,100, ,100,33,96.72,2,38
267,3,7,30000,5,4,5,1,1,2,2,2,2,5,1,1960,  ,2, ,1,2,1, ,12,2,2,1,2,55,4,11,4,1,2,1,1,2,1,2,100, ,15,90,253.53,1,15
268,3,5,22500,4,8,25,1,1,2,2,2,2,4,2,1999,2,2, ,1,2,2,2,8,2,2,1,1,80,5,8,3,1,2,1,1,2,2,2,100, ,100,100,443,1,38
269,3,6,300000,8,3,5,1,1,2,2,2,2,3,1,1949,  ,2, ,1,2,2,2,12,2,2,1,1,45,3,13,4,1,2,1,1,2,2,2,100, ,1,80,16.06,1,24
270,3,5,22500,4,8,2,1,2,2,2,2,2,5,2,1999,2,2, ,3,3,2,1,8,1,1, , ,168,7,80,6,1,2,1,2,2,2,2,100, ,100,100,504.66,1,38
271,4,9,425000,8,2,26,1,2,1,2,2,2,4,991,1945,  ,2, ,12,5,2,1,12,1,1, , ,168,7,250,8,1,2,1,1,2,2,1,11, ,90,75,16.64,1,9
272,2,3,5500,3,1,15,1,1,2,2,2,2,3,2,1867,  ,2, ,1,2,1, ,12,1,2,1,1,117,6,2,2,1,2,1,1,1,2,2,100, ,20,40,465.09,2,28
273,4,9,100001,7,3,16,1,2,1,2,1,1,4,1,1953,  ,1,3,7,4,1, ,12,2,2,1,1,40,3,165,7,1,2,1,1,2,2,1,100, ,100,100,106.61,2,8
274,3,6,130000,7,2,14,1,2,2,2,1,2,4,5,1930,  ,1,2,1,2,1, ,12,2,2,1,2,68,5,50,6,1,1,1,1,2,2,2,100, ,95,80,34.17,1,39
275,3,5,55000,6,7,18,1,1,2,2,2,2,4,4,1990,  ,2, ,1,2,1, ,12,2,1, , ,168,7,16,4,1,2,1,1,2,2,2,98, ,100,95,185.83,1,44
276,1,2,10000,3,5,8,1,1,2,2,2,2,3,2,1970,  ,2, ,1,2,1, ,12,2,2,1,1,58,4,25,5,1,2,1,1,2,2,2,100, ,90,95,352.31,2,5
277,2,4,2000,2,3,12,1,1,1,2,2,2,3,1,1954,  ,2, ,1,2,2,2,12,2,2,1,1,9,2,5,3,1,1,1,2,2,2,2,100, ,50,100,5989.17,2,42
278,1,2,27500,5,5,2,1,2,2,2,2,1,3,2,1979,  ,1,3,1,2,1, ,12,1,1, , ,168,7,24,5,1,1,1,2,2,2,2,100, ,75,100,331.45,1,23
279,3,5,20000,4,5,15,1,1,2,2,2,2,5,1,1977,  ,2, ,8,4,2,1,12,2,2,1,1,84,5,30,5,1,2,1,1,1,2,1,100, ,100,90,17.06,2,40
280,4,9,2250,2,6,15,1,2,2,1,2,2,3,1,1980,  ,2, ,1,2,1, ,9,1,2,2,1,24,2,8,3,1,2,2,1,1,2,2,43, ,   ,100,4215.29,2,35
