PUBID7   ,REGION7  ,CENDIV7  ,SQFT7    ,SQFTC7   ,YRCONC7  ,PBA7     ,ELUSED7  ,NGUSED7  ,FKUSED7  ,PRUSED7  ,STUSED7  ,HWUSED7  ,FKTYPFO7 ,FKTYPDS7 ,FKTYPKR7 ,ABLEGEN7 ,ELHT17   ,NGHT17   ,FKHT17   ,PRHT17   ,STHT17   ,HWHT17   ,ELHT27   ,NGHT27   ,FKHT27   ,PRHT27   ,STHT27   ,HWHT27   ,ELCOOL7  ,NGCOOL7  ,FKCOOL7  ,PRCOOL7  ,STCOOL7  ,HWCOOL7  ,ELWATR7  ,NGWATR7  ,FKWATR7  ,PRWATR7  ,STWATR7  ,HWWATR7  ,ELCOOK7  ,NGCOOK7  ,FKCOOK7  ,PRCOOK7  ,STCOOK7  ,HWCOOK7  ,ELMANU7  ,NGMANU7  ,FKMANU7  ,PRMANU7  ,STMANU7  ,HWMANU7  ,NGGENR7  ,FKGENR7  ,PRGENR7  ,GENUSE7  ,NGOTH7   ,FKOTH7   ,PROTH7   ,STOTH7   ,HWOTH7   ,ELLOCUT7 ,ELNONLU7 ,ELOTSRC7 ,ELLUPCT7 ,NGLOCUT7 ,NGOTSRC7 ,ADJWT7   ,PAIR7    ,STRATUM7
00606,4,9,  23750.00,04,04,06,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,2,1, , , , ,2,2, , , , ,2, , , , , , , , ,2,2,1,   ,2,1,  126.14,1,20
00607,2,3, 190000.00,07,05,14,1,1,2,2,1,2, , , ,1,2,2, , ,1, ,2,2, , ,2, ,1,2, , ,2, ,2,2, , ,2, ,1,1, , ,2, ,2,2, , ,2, ,1, , ,1, , , , , ,1,2,2,   ,1,2,   34.17,2,07
00608,2,3, 150000.00,07,08,14,1,1,2,2,2,2, , , ,1,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,1,1, , , , ,2,2, , , , ,1, , ,1, , , , , ,1,2,2,   ,1,2,   30.52,1,34
00609,1,2, 250000.00,08,06,02,1,2,1,2,2,2,1,2,2,1,1, ,2, , , ,2, ,2, , , ,1, ,2, , , ,2, ,1, , , ,2, ,2, , , ,2, ,2, , , , ,2, , , , , , , ,1,2,2,   , , ,   36.04,2,22
00610,3,5, 170000.00,07,04,23,1,1,2,2,2,2, , , ,2,2,2, , , , ,2,2, , , , ,1,2, , , , ,1,2, , , , ,1,1, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,9,9,  116.06,1,38
00611,1,1,  70000.00,06,01,01,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,2,2, , , , ,2,2, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,7, ,7,999,9,9,  131.53,1,20
00612,4,9,  15000.00,04,08,14,1,1,2,2,2,2, , , ,2,1,2, , , , ,2,1, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  111.21,1,02
00613,3,5,  42500.00,05,05,05,1,1,2,1,2,2, , , ,2,2,1, ,2, , ,2,2, ,2, , ,1,2, ,2, , ,2,1, ,2, , ,2,2, ,2, , ,2,2, ,2, , ,2, ,2, , , ,1, , ,1,2,2,   ,1,2,  143.82,1,31
00614,4,9,  10001.00,04,05,12,1,1,2,2,2,2, , , ,2,2,1, , , , ,1,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2, 5670.63,1,10
00615,3,5,  12500.00,04,06,91,1,2,2,2,2,2, , , ,2,2, , , , , ,2, , , , , ,2, , , , , ,2, , , , , ,2, , , , , ,2, , , , , , , , , , , , , , ,1,2,2,   , , ,  464.40,1,31
00616,1,2,   1250.00,02,02,06,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2, 3474.09,2,27
00617,2,4, 120000.00,07,01,18,1,1,1,2,2,2,1,2,2,1,2,1,2, , , ,2,2,1, , , ,1,2,2, , , ,2,1,2, , , ,1,1,2, , , ,2,2,2, , , ,1,2, ,1, , , , , ,1,2,2,   ,1,2,   28.90,1,36
00618,1,1,  40000.00,05,04,08,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  146.24,1,20
00619,1,2,  40000.00,05,08,05,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  497.13,2,27
00620,3,5,  27500.00,05,08,18,1,1,2,2,2,2, , , ,2,1,2, , , , ,2,1, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  184.27,2,11
00621,3,5,  75000.00,06,04,14,1,2,1,1,2,2,1,2,2,2,2, ,1,2, , ,2, ,2,2, , ,1, ,2,2, , ,2, ,1,2, , ,2, ,2,1, , ,2, ,2,2, , , ,2,2, , , , , , ,1,2,2,   , , ,  126.18,1,14
00622,3,7,1500000.00,10,06,02,1,2,1,2,2,2,2,1,2,1,1, ,2, , , ,2, ,2, , , ,1, ,2, , , ,1, ,2, , , ,1, ,2, , , ,2, ,2, , , , ,1, ,1, , , , , ,1,2,2,   , , ,    8.45,2,31
00623,4,8,  15000.00,04,03,18,1,2,2,2,2,1, , , ,2,2, , , , ,1,2, , , , ,2,2, , , , ,2,2, , , , ,1,2, , , , ,2,2, , , , ,2, , , , , , , , , ,1,2,2,   , , ,  390.10,1,10
00624,2,3, 400000.00,08,06,02,1,1,1,2,2,2,2,1,2,2,1,2,2, , , ,2,1,2, , , ,1,2,2, , , ,1,2,2, , , ,1,1,2, , , ,2,2,2, , , ,2,2, , , ,1, , , ,1,2,2,   ,1,2,   46.25,1,25
00625,2,3,  45000.00,05,01,14,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,1,1, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  149.50,2,16
00626,2,3,  23750.00,04,07,25,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  140.92,2,14
00627,1,1,  15000.00,04,01,12,1,2,1,2,2,2,1,2,2,2,2, ,1, , , ,1, ,2, , , ,2, ,2, , , ,1, ,2, , , ,1, ,2, , , ,2, ,2, , , , ,2, , , , , , , ,1,2,2,   , , ,  515.96,1,09
00628,2,3,   1500.00,02,06,02,1,2,2,1,2,2, , , ,2,2, , ,1, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , ,2, , , , ,2, , , , , , ,2,2,1,   , , ,  431.03,2,16
00629,3,6,   5500.00,03,06,26,1,1,2,2,2,2, , , ,2,1,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  482.42,1,24
00630,4,8, 700000.00,09,05,16,1,1,1,2,1,1,2,1,2,1,2,2,2, ,2,1,2,2,2, ,2,2,1,2,2, ,2,2,2,1,2, ,2,2,1,1,2, ,1,2,2,2,2, ,2,2,2,1, ,1, , , , , ,1,2,2,   ,1,2,   13.67,1,21
00631,4,9,  42500.00,05,05,05,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  530.80,2,11
00632,3,5,  40000.00,05,05,18,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  218.26,2,31
00633,3,5,  95000.00,06,07,25,1,1,1,2,2,2,2,2,1,1,1,2,2, , , ,2,1,2, , , ,1,2,2, , , ,1,2,2, , , ,2,1,2, , , ,2,2,2, , , ,2,1, ,1, , , , , ,1,2,2,   ,1,2,  170.49,1,40
00634,2,3,   9000.00,03,01,26,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,2, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  531.47,1,26
00635,1,2,  45000.00,05,08,06,1,2,2,1,2,2, , , ,1,1, , ,2, , ,2, , ,1, , ,1, , ,2, , ,1, , ,2, , ,2, , ,1, , ,2, , ,2, , , , ,1,1, , , , , ,9,9,9,   , , ,  114.17,1,37
00636,4,9,  25000.00,04,06,12,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  219.31,1,11
00637,1,2,1800000.00,10,07,24,1,1,2,2,2,2, , , ,1,1,2, , , , ,2,1, , , , ,1,2, , , , ,1,1, , , , ,2,1, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,1, 75,1,2,   10.94,2,05
00638,4,9, 300000.00,08,06,02,1,1,1,2,2,1,2,1,2,1,2,1,2, , ,2,1,2,2, , ,1,1,2,2, , ,2,1,2,2, , ,2,2,2,2, , ,2,2,2,2, , ,2,2,1, ,1, , , , , ,1,2,2,   ,1,2,   15.37,1,32
00639,3,6, 140000.00,07,08,14,1,1,2,2,2,2, , , ,2,1,2, , , , ,2,1, , , , ,1,2, , , , ,2,1, , , , ,1,1, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,   34.28,2,02
00640,3,5,  13750.00,04,07,05,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,1,2, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  425.43,1,05
00641,4,8,  50001.00,06,05,06,1,1,2,2,2,2, , , ,1,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,1,1, , , , ,2,2, , , , ,1, , ,1, , , , , ,1,2,2,   ,1,2,  118.39,1,18
00642,2,3,   2500.00,02,03,25,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,2, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  698.25,1,09
00643,2,4,   5001.00,03,06,05,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,   , , ,  490.14,1,31
00644,4,8, 110000.00,07,06,02,1,2,2,2,2,2, , , ,2,1, , , , , ,2, , , , , ,1, , , , , ,1, , , , , ,2, , , , , ,2, , , , , , , , , , , , , , ,1,2,2,   , , ,  170.97,1,10
00645,3,6,   6500.00,03,05,06,1,2,2,1,2,2, , , ,2,2, , ,1, , ,2, , ,2, , ,1, , ,2, , ,2, , ,1, , ,1, , ,2, , ,2, , ,2, , , , ,2, , , , , , ,1,2,2,   , , ,  436.80,1,12
00646,3,5,  90000.00,06,05,23,1,2,2,2,2,2, , , ,2,1, , , , , ,2, , , , , ,1, , , , , ,1, , , , , ,2, , , , , ,2, , , , , , , , , , , , , , ,1,2,2,   , , ,  150.13,2,19
00647,1,2,  90000.00,06,02,07,1,2,1,2,1,2,7,7,7,1,2, ,2, ,1, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, , ,1, ,1, , , , , ,2,1,2,   , , ,  110.91,2,27
00648,2,3,1500000.00,10,07,02,1,2,2,2,2,2, , , ,1,1, , , , , ,2, , , , , ,1, , , , , ,1, , , , , ,2, , , , , ,2, , , , , , , , , , , , , , ,1,2,2,   , , ,    5.27,1,43
00649,3,5,  10000.00,03,08,02,1,2,2,2,2,2, , , ,2,1, , , , , ,2, , , , , ,1, , , , , ,1, , , , , ,2, , , , , ,2, , , , , , , , , , , , , , ,1,2,2,   , , ,  916.16,1,38
00650,2,4,   2250.00,02,07,05,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,   , , ,13279.23,2,04
00651,1,2, 425000.00,08,02,01,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,   , , ,   34.10,1,34
00652,2,3,  80000.00,06,06,26,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  165.01,1,07
00653,2,3,  12500.00,04,02,25,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,1,2, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  478.12,1,07
00654,4,8,   1500.00,02,02,13,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  449.97,1,30
00655,2,3,1500000.00,10,05,24,1,1,2,2,2,2, , , ,2,1,2, , , , ,2,1, , , , ,1,2, , , , ,1,2, , , , ,1,1, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,    7.94,1,07
00656,3,5,  30000.00,05,06,02,1,2,2,2,2,2, , , ,2,1, , , , , ,2, , , , , ,1, , , , , ,2, , , , , ,2, , , , , ,2, , , , , , , , , , , , , , ,1,2,2,   , , ,  203.59,2,26
00657,3,5,  35000.00,05,03,05,1,1,2,2,2,2, , , ,2,2,1, , , , ,1,2, , , , ,1,2, , , , ,1,1, , , , ,2,2, , , , ,1,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  422.37,1,07
00658,1,2, 100001.00,07,06,25,1,1,2,2,2,2, , , ,1,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,1,1, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,2,1,  121.23,1,05
00659,4,8, 650000.00,09,08,02,1,1,1,2,2,2,2,1,2,1,2,1,2, , , ,2,2,2, , , ,1,2,2, , , ,2,1,2, , , ,1,1,2, , , ,2,2,2, , , ,2,1, ,1, , , , , ,1,2,2,   ,1,2,   11.86,1,08
00660,1,2,  60000.00,06,04,12,1,1,2,2,2,2, , , ,1,1,2, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,2,1, , , , ,2,2, , , , ,1, , ,1, , , , , ,1,2,2,   ,1,2,   97.75,2,02
00661,4,9,  55000.00,06,06,05,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,1,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  639.44,2,21
00662,4,8,   4000.00,02,06,25,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  482.42,1,10
00663,3,5,  80000.00,06,04,23,1,2,2,2,2,2, , , ,9,2, , , , , ,2, , , , , ,1, , , , , ,2, , , , , ,1, , , , , ,2, , , , , , , , , , , , , , ,1,2,2,   , , ,  181.52,1,01
00664,4,8, 500000.00,08,04,14,1,1,2,2,2,2, , , ,2,2,1, , , , ,1,2, , , , ,1,2, , , , ,2,1, , , , ,1,1, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  106.61,2,10
00665,2,3, 100001.00,07,02,02,1,1,2,2,2,2, , , ,1,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  230.15,2,32
00666,4,8, 200001.00,08,05,16,1,1,1,2,2,2,2,1,2,1,2,1,2, , , ,2,2,1, , , ,1,2,2, , , ,2,1,2, , , ,1,1,2, , , ,2,2,2, , , ,2,1, ,1, , , , , ,1,2,2,   ,1,2,   91.57,2,10
00667,1,2,   6000.00,03,03,26,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  194.74,1,18
00668,3,7,   3500.00,02,03,13,1,1,2,2,2,2, , , ,2,1,2, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,2,1, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  449.97,2,15
00669,3,5, 425000.00,08,04,16,1,1,1,2,2,2,1,2,2,1,2,1,2, , , ,2,2,1, , , ,1,2,2, , , ,2,1,2, , , ,2,1,2, , , ,2,2,2, , , ,1,2, ,2, , , , , ,1,2,2,   ,1,1,   15.22,1,20
00670,4,9,  18750.00,04,01,91,1,2,2,2,2,2, , , ,2,1, , , , , ,2, , , , , ,1, , , , , ,1, , , , , ,1, , , , , ,2, , , , , , , , , , , , , , ,1,2,2,   , , ,  176.15,2,11
00671,3,5, 160000.00,07,05,16,1,1,1,2,1,2,2,1,2,1,2,2,2, ,1, ,1,2,2, ,2, ,1,2,2, ,2, ,2,2,2, ,1, ,2,1,2, ,1, ,2,2,2, ,2, ,2,1, ,1, , , , , ,1,2,2,   ,1,2,   14.75,1,24
00672,1,2, 225000.00,08,02,05,1,2,2,2,2,2, , , ,2,2, , , , , ,2, , , , , ,2, , , , , ,2, , , , , ,2, , , , , ,2, , , , , , , , , , , , , , ,1,2,2,   , , ,   96.65,2,27
00673,1,1,  13750.00,04,04,12,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,2,2, , , , ,2,1, , , , ,2,1, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  464.40,1,36
00674,2,3,   1750.00,02,05,25,1,2,1,2,2,2,2,2,1,2,1, ,2, , , ,2, ,1, , , ,1, ,2, , , ,2, ,2, , , ,2, ,2, , , ,2, ,2, , , , ,2, , , , , , , ,1,2,2,   , , , 5764.94,1,16
00675,3,5, 140000.00,07,08,05,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,2,1,   32.59,1,11
00676,4,9,   1500.00,02,05,07,1,2,2,2,2,2, , , ,2,1, , , , , ,2, , , , , ,2, , , , , ,2, , , , , ,2, , , , , ,2, , , , , , , , , , , , , , ,1,2,2,   , , , 5263.16,2,35
00677,1,2, 110000.00,07,04,18,1,1,2,2,2,2, , , ,2,1,2, , , , ,2,1, , , , ,1,2, , , , ,2,1, , , , ,2,1, , , , ,2,2, , , , ,2, , , , , , , , ,2,1,2,   ,2,1,  202.13,1,27
00678,1,1,  16250.00,04,01,05,1,1,1,1,2,2,2,2,1,2,2,1,2,2, , ,1,2,2,2, , ,2,2,2,2, , ,1,2,1,2, , ,2,2,2,2, , ,1,1,2,1, , ,2,2,2, , , , , , ,1,2,2,   ,1,2,  519.86,2,36
00679,2,4,   5500.00,03,04,13,1,2,2,2,2,2, , , ,2,2, , , , , ,2, , , , , ,2, , , , , ,2, , , , , ,2, , , , , ,2, , , , , , , , , , , , , , ,1,2,2,   , , ,  405.41,1,31
00680,1,2,1800000.00,10,07,13,1,1,2,2,2,1, , , ,2,2,2, , , ,1,1,2, , , ,2,1,2, , , ,2,1,2, , , ,2,2,1, , , ,2,2,2, , , ,2,2, , , , , , , , ,1,2,2,   ,1,2,   34.17,2,14
00681,2,3,   3000.00,02,01,01,1,2,2,2,2,2, , , ,2,2, , , , , ,2, , , , , ,2, , , , , ,2, , , , , ,2, , , , , ,2, , , , , , , , , , , , , , ,1,2,2,   , , , 5685.60,1,26
00682,2,4,   8000.00,03,04,01,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,   , , ,  524.16,2,10
00683,2,3,   5500.00,03,03,12,1,1,2,2,2,2, , , ,2,2,1, , , , ,1,2, , , , ,1,2, , , , ,2,1, , , , ,2,1, , , , ,2,2, , , , ,2, , , , , , , , ,2,1,2,   ,1,2, 5670.63,2,16
00684,3,5,  65000.00,06,05,23,1,2,2,1,2,2, , , ,2,1, , ,2, , ,2, , ,2, , ,1, , ,2, , ,1, , ,2, , ,1, , ,1, , ,2, , ,2, , , , ,2, , , , , , ,1,2,2,   , , ,  150.13,1,43
00685,1,1,   7000.00,03,01,02,1,2,1,1,2,2,1,2,2,2,2, ,1,2, , ,1, ,2,1, , ,1, ,2,2, , ,2, ,1,1, , ,2, ,2,2, , ,2, ,2,2, , , ,2,2, , , , , , ,1,2,2,   , , , 2916.24,1,15
00686,1,2, 700000.00,09,06,24,1,1,2,2,2,2, , , ,1,1,2, , , , ,2,1, , , , ,1,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,   15.16,2,37
00687,4,9,  23750.00,04,06,05,1,2,2,2,2,2, , , ,2,1, , , , , ,2, , , , , ,1, , , , , ,2, , , , , ,2, , , , , ,2, , , , , , , , , , , , , , ,1,2,2,   , , ,  236.24,1,21
00688,4,9,   5000.00,02,03,07,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  548.18,2,38
00689,3,6, 140000.00,07,08,25,1,1,2,2,2,2, , , ,2,1,2, , , , ,2,2, , , , ,1,2, , , , ,1,2, , , , ,1,1, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,   40.78,1,02
00690,3,6, 200001.00,08,07,25,1,1,2,2,2,2, , , ,1,1,2, , , , ,2,2, , , , ,1,2, , , , ,1,2, , , , ,1,2, , , , ,2,2, , , , ,1, , ,1, , , , , ,1,2,2,   ,1,2,  123.65,2,12
00691,2,3,  75000.00,06,02,13,1,1,2,2,2,2, , , ,1,2,1, , , , ,1,2, , , , ,1,2, , , , ,2,1, , , , ,1,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  158.01,2,22
00692,3,7,   7000.00,03,03,91,1,1,2,2,2,2, , , ,1,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,2, , , , ,2,2, , , , ,1,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  391.42,1,04
00693,2,4,1500000.00,10,03,02,1,1,2,2,2,2, , , ,1,2,1, , , , ,2,2, , , , ,1,2, , , , ,1,2, , , , ,2,1, , , , ,2,2, , , , ,1, , ,1, , , , , ,1,2,2,   ,2,1,    6.67,2,21
00694,3,6,   6000.00,03,04,25,1,2,2,2,2,2, , , ,2,1, , , , , ,2, , , , , ,1, , , , , ,1, , , , , ,2, , , , , ,2, , , , , , , , , , , , , , ,1,2,2,   , , ,  508.07,2,06
00695,1,2, 100000.00,06,02,02,1,2,2,2,1,2, , , ,2,2, , , ,1, ,2, , , ,2, ,1, , , ,2, ,2, , , ,2, ,2, , , ,2, ,2, , , ,2, , , , , , , , , , ,1,2,2,   , , ,   45.21,1,34
00696,1,1,  55000.00,06,05,18,1,2,2,1,2,2, , , ,2,1, , ,2, , ,2, , ,1, , ,1, , ,1, , ,1, , ,1, , ,2, , ,1, , ,2, , ,2, , , , ,2, , , , , , ,1,2,2,   , , ,  157.98,2,25
00697,3,7, 425000.00,08,06,02,1,2,2,2,2,2, , , ,1,1, , , , , ,2, , , , , ,1, , , , , ,1, , , , , ,1, , , , , ,2, , , , , , , , , , , , , , ,1,2,2,   , , ,   18.93,1,22
00698,3,7,  20000.00,04,03,13,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,1, , , , ,2,1, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  537.86,2,12
00699,2,3, 800000.00,09,05,24,1,1,1,1,2,2,2,1,2,1,1,2,2,2, , ,2,1,2,2, , ,1,2,2,2, , ,1,1,2,2, , ,1,1,2,2, , ,2,2,2,2, , ,2,1,2,1, , ,1, , ,1,2,2,   ,1,2,   10.14,2,26
00700,3,6, 300000.00,08,05,16,1,1,1,1,2,2,2,1,2,1,2,1,2,2, , ,1,2,2,2, , ,1,2,2,2, , ,2,1,2,2, , ,1,1,2,2, , ,2,2,2,2, , ,2,1,2,1, , ,1, , ,1,2,2,   ,1,2,   15.22,1,39
00701,4,8,  21250.00,04,03,12,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,1,2, , , , ,1,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  211.49,1,30
00702,3,6,  12500.00,04,04,05,1,1,2,2,2,2, , , ,2,2,1, , , , ,1,2, , , , ,1,2, , , , ,1,2, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  493.51,2,02
00703,4,9,  37500.00,05,08,26,1,1,2,2,2,2, , , ,2,2,1, , , , ,1,2, , , , ,1,2, , , , ,1,1, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  167.37,1,20
00704,1,2,  75000.00,06,02,14,1,1,1,2,2,2,1,2,2,2,2,2,1, , , ,2,2,2, , , ,1,2,2, , , ,2,2,1, , , ,2,1,2, , , ,2,2,2, , , ,2,2, , , , , , , ,1,2,2,   ,1,2,  121.93,2,28
00705,4,9,  15000.00,04,08,13,1,2,2,1,2,2, , , ,2,1, , ,2, , ,2, , ,2, , ,1, , ,2, , ,1, , ,2, , ,2, , ,1, , ,2, , ,2, , , , ,2, , , , , , ,1,2,2,   , , ,  151.74,2,11
00706,4,9,1400000.00,10,05,18,1,1,2,2,2,2, , , ,1,2,1, , , , ,1,2, , , , ,1,2, , , , ,2,1, , , , ,1,1, , , , ,2,2, , , , ,2, , ,1, , , , , ,1,2,2,   ,2,1,   50.06,1,36
00707,2,3, 140000.00,07,08,02,1,2,2,2,2,2, , , ,1,1, , , , , ,2, , , , , ,2, , , , , ,1, , , , , ,2, , , , , ,2, , , , , , , , , , , , , , ,1,2,2,   , , ,   43.63,1,07
00708,4,8,   2000.00,02,03,25,1,1,2,2,2,2, , , ,2,2,1, , , , ,2,2, , , , ,1,2, , , , ,2,2, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  597.64,2,30
00709,2,4, 100001.00,07,06,02,1,1,2,2,2,2, , , ,2,2,1, , , , ,1,2, , , , ,1,2, , , , ,1,2, , , , ,2,2, , , , ,2,2, , , , ,2, , , , , , , , ,1,2,2,   ,1,2,  166.52,2,36
00710,4,9,   2500.00,02,05,04,1,2,2,2,2,2, , , ,2,1, , , , , ,2, , , , , ,1, , , , , ,1, , , , , ,2, , , , , ,2, , , , , , , , , , , , , , ,9,9,9,   , , , 3437.24,1,39
00711,4,9, 500000.00,08,06,18,1,1,1,1,2,1,2,1,2,1,1,2,2,2, ,2,2,2,2,2, ,2,1,2,2,1, ,2,2,1,2,2, ,2,1,1,2,2, ,2,2,2,2,2, ,2,2,1,2,1, , , , ,1,1,2,2,   ,2,1,   18.51,2,21
