PUBID7   ,REGION7  ,CENDIV7  ,SQFT7    ,SQFTC7   ,YRCONC7  ,PBA7     ,ELUSED7  ,NGUSED7  ,FKUSED7  ,PRUSED7  ,STUSED7  ,HWUSED7  ,ADJWT7   ,PAIR7    ,STRATUM7 ,HDD657   ,CDD657   ,MFUSED7  ,MFBTU7   ,MFEXP7   ,ELCNS7   ,ELBTU7   ,ELEXP7   ,zelcns7  ,zelexp7
00184,3,5, 250000.00,08,04,23,1,1,2,2,2,2,   32.21,1,40,  1818,  2216,1,           2828337,     77011,         762409,           2601340,     75206,0,0
00185,3,6, 120000.00,07,02,14,1,1,2,2,1,2,   34.17,1,39,  3700,  1122,1,          20391552,    225067,        3008242,          10264122,    150412,0,0
00186,3,7,  45000.00,05,02,05,1,2,2,2,2,2,  185.69,1,12,   866,  3162,1,            131693,      3432,          38597,            131693,      3432,0,0
00187,3,6,   3250.00,02,04,15,1,1,2,2,2,2,  524.16,1,24,  3751,  1412,1,            343413,      3832,          42202,            143993,      2875,0,0
00188,3,5,  12500.00,04,06,02,1,2,2,2,2,2,  326.80,1,38,  1074,  2702,1,            434689,     10430,         127400,            434689,     10430,3,3
00189,1,1,  25000.00,04,08,25,1,1,2,2,2,2,  505.58,1,40,  7339,   430,1,           2978264,     61367,         486944,           1661453,     51129,0,0
00190,3,7,   6500.00,03,03,23,1,1,2,2,2,2,  688.64,2,27,  1818,  2596,1,            409513,      6377,          65465,            223367,      5214,3,0
00191,4,9,   4000.00,02,03,02,1,1,2,2,2,2, 5678.98,2,41,  1914,   751,1,            122986,      3790,          29139,             99422,      3610,3,0
00192,2,3,  50000.00,05,07,25,1,1,2,2,2,2,  168.35,1,09,  5961,   889,1,          14999127,    153110,        1501553,           5123299,    103110,3,3
00193,1,2,  75000.00,06,04,14,1,1,1,2,2,2,  161.76,2,18,  4985,  1044,1,           6772663,     79795,         624259,           2129972,     51534,0,0
00194,3,6,  20000.00,04,03,13,1,1,2,2,2,2,  464.40,2,24,  3143,  1784,1,            874228,     10123,         105581,            360242,      7811,3,3
00195,3,7,   2250.00,02,05,15,1,1,2,2,2,2, 3235.21,2,03,  3391,  1494,1,            726857,     11933,         134407,            458597,      8423,3,0
00196,2,3,  27500.00,05,06,05,1,1,2,2,2,2,  235.13,1,16,  6053,   811,1,           2732202,     27558,         252003,            859834,     20000,3,0
00197,2,4,  70000.00,06,05,14,1,1,1,2,2,2,  121.93,2,24,  7543,   558,1,           4021099,     38872,         404056,           1378639,     28951,0,0
00198,2,3,1500000.00,10,06,02,1,1,1,2,2,2,    5.27,1,40,  5961,   889,1,         167676696,   3260233,       48166619,         164344504,   3241914,0,0
00199,1,2, 500000.00,08,02,16,1,1,1,2,2,2,    7.40,1,38,  4558,  1123,1,          81819061,    947175,        6255155,          21342589,    645189,0,0
00200,3,7,   1500.00,02,06,06,1,2,2,2,2,2, 5494.32,2,04,  1863,  2292,1,            313873,      7220,          91991,            313873,      7220,3,0
00201,4,8,  45000.00,05,01,02,1,1,2,2,2,2,  151.01,1,22,  8176,    54,1,           3578361,     31954,         356565,           1216600,     20900,0,0
00202,2,4,  95000.00,06,07,18,1,2,2,2,2,2,  157.98,1,18,  7011,   636,1,           4153598,     78342,        1217350,           4153598,     78342,3,3
00203,4,8,   4500.00,02,06,02,1,1,2,2,2,2,  352.83,1,30,  2097,  1918,1,            194659,      3929,          33377,            113882,      3184,0,0
00204,2,4,  40000.00,05,07,14,1,2,2,2,1,2,  147.14,2,08,  4597,  1244,1,           3870338,     68795,         988962,           3374338,     64457,0,0
00205,4,8,  55000.00,06,06,02,1,2,2,2,2,2,  134.24,1,10,  5830,   422,1,           4789923,     80220,        1403846,           4789923,     80220,0,0
00206,2,4,  60000.00,06,03,01,1,1,2,1,2,2,  124.58,1,41,  3941,  1249,1,            539257,      4813,          17570,             59949,      1805,3,0
00207,3,5,   3750.00,02,06,25,1,2,1,2,2,2, 5764.94,1,43,  4732,   624,1,            184252,      3335,          33308,            113647,      2838,0,0
00208,4,9,  12500.00,04,06,05,1,2,2,2,2,2,  519.51,1,41,  1914,   751,1,            112125,      1985,          32862,            112125,      1985,0,0
00209,4,9,   8000.00,03,05,23,1,1,2,2,2,2,  585.03,1,41,  1914,   751,1,           1650294,     27265,         154466,            527038,     19746,3,0
00210,3,5,  10001.00,04,03,02,1,2,2,2,2,2, 5678.98,1,31,  2944,  1534,1,            935086,     18000,         274058,            935086,     18000,3,0
00211,3,5,  40000.00,05,03,05,1,2,2,1,2,2,  242.61,1,43,  4732,   624,1,            258036,      5980,          75626,            258036,      5980,3,3
00212,1,2,1800000.00,10,04,01,1,1,1,2,2,2,   19.93,2,27,  7084,   385,1,          42898610,    449885,        3714492,          12673847,    320403,0,0
00213,4,9,   1500.00,02,08,25,1,2,2,2,2,2,  775.15,2,04,  1914,   751,1,            300966,      8423,          88208,            300966,      8423,0,0
00214,4,8,  60000.00,06,07,14,1,2,2,2,2,2,  468.72,2,32,  1228,  3578,1,           2510386,     71276,         735752,           2510386,     71276,0,0
00215,4,9,   3500.00,02,04,14,1,1,2,2,2,2, 5064.47,1,41,  1914,   751,1,             19146,       587,           4586,             15647,       563,0,0
00216,2,3,  16250.00,04,04,05,1,2,2,2,2,2,  224.74,1,26,  5429,   996,1,              3600,       120,           1055,              3600,       120,3,0
00217,1,1, 110000.00,07,08,25,1,1,2,2,2,2,   40.25,2,44,  5972,   692,1,          10733455,    200587,        2644716,           9023771,    188320,0,0
00218,3,5,  50001.00,06,06,02,1,2,2,2,2,2,  203.17,2,38,   363,  3331,1,           5604398,    134132,        1642555,           5604398,    134132,0,0
00219,2,3,   3000.00,02,01,26,1,1,2,2,2,2, 6068.36,2,16,  4668,  1203,1,            211422,      2697,          18265,             62320,      1723,3,0
00220,4,9,  27500.00,05,01,14,1,2,2,2,1,2,  151.77,1,01,  5019,    54,1,           5906857,     55909,         485597,           1656857,     15834,0,0
00221,1,2,   2500.00,02,03,26,1,2,1,2,2,2, 6418.18,1,37,  5342,   938,1,             33070,       465,           1400,              4777,       240,3,3
00222,3,5,   1750.00,02,07,06,1,2,2,2,2,2, 5049.79,2,14,  4757,   678,1,            424627,      7392,         124451,            424627,      7392,3,0
00223,1,2,  22500.00,04,01,25,1,1,2,2,2,2,  503.54,2,27,  7084,   385,1,            949301,     25526,         140763,            480283,     21503,0,0
00224,3,5, 500000.00,08,05,02,1,1,2,2,2,2,   16.08,1,35,  4682,   988,1,          51886726,    778339,       14634394,          49932552,    766426,0,0
00225,1,1,  50001.00,06,01,02,1,2,1,2,2,2,  173.79,2,25,  6768,   535,1,           2281258,     31039,         170298,            581057,     21600,3,0
00226,4,9, 450000.00,08,05,02,1,1,1,1,2,2,   14.49,2,09,  2906,   190,1,          28382716,    709268,        7219780,          24633889,    687885,0,0
00227,3,5,  21250.00,04,04,07,1,2,1,1,2,2,  689.40,1,14,  3994,  1192,1,           1174931,     15767,         116319,            396880,     10729,0,0
00228,3,5, 550000.00,09,04,02,1,1,1,1,2,2,   16.05,1,39,  2949,  1352,1,          94155299,    657668,       11659226,          39781279,    516745,0,0
00229,3,7,  12500.00,04,06,01,2,2,2,2,2,2,  391.42,1,42,  1456,  2634,2,                  ,          ,               ,                  ,          ,9,9
00230,2,3, 600000.00,09,06,16,1,1,1,2,2,2,   14.27,1,34,  6986,   514,1,         110643270,    614676,       13189434,          45002349,    554229,0,0
00231,3,5, 190000.00,07,07,25,1,1,2,2,2,2,   45.59,2,38,   363,  3331,1,          44572368,    830690,       12621324,          43063957,    820996,0,0
00232,2,4,  16250.00,04,06,02,1,2,2,2,2,2, 5678.98,2,08,  4597,  1244,1,            709198,     15603,         207854,            709198,     15603,3,0
00233,3,7,   8000.00,03,03,08,1,1,2,2,2,2,  688.64,1,25,   866,  3162,1,            968566,     14440,         158774,            541737,     12033,3,0
00234,3,6,  12500.00,04,02,13,1,2,2,2,1,1,  439.77,2,02,  1390,  2619,1,           2781399,     28705,         391383,           1335399,     15070,0,0
00235,1,1,  50001.00,06,01,14,1,2,2,2,1,2,  155.01,2,26,  5972,   692,1,           9746492,    138634,         756592,           2581492,     71073,3,3
00236,2,3,  35000.00,05,06,02,1,1,2,2,2,2,  230.15,1,25,  5961,   889,1,           2593886,     44617,         493143,           1682604,     39578,3,3
00237,3,5,   1750.00,02,02,25,1,2,2,2,2,2,  194.74,2,40,    97,  4143,1,             97559,      2631,          28593,             97559,      2631,0,0
00238,4,8, 130000.00,07,04,14,1,2,2,2,2,1,   28.73,2,10,  5480,   775,1,           6334877,     53366,         499964,           1705877,     30179,0,0
00239,2,4, 160000.00,07,08,08,1,1,1,2,2,2,   30.52,1,36,  6593,   731,1,          12909056,    154127,        2744519,           9364299,    135099,0,0
00240,1,1,  50001.00,06,06,02,1,2,2,2,2,2,  262.71,2,19,  5274,   779,1,           3978522,    154032,        1166038,           3978522,    154032,0,0
00241,2,4,  75000.00,06,05,05,1,1,2,2,2,2,  168.85,1,08,  4017,  1520,1,           4003980,     51044,         509716,           1739151,     38698,0,0
00242,3,5, 550000.00,09,08,05,1,1,2,2,2,2,    8.15,1,13,  2949,  1352,1,           3875579,     86051,        1134480,           3870846,     85845,3,3
00243,4,8, 120000.00,07,06,25,1,2,2,2,2,2,  195.69,2,19,  1228,  3578,1,           1009304,     23641,         295810,           1009304,     23641,0,0
00244,3,5,   2000.00,02,06,02,1,2,1,2,2,2,  352.83,1,14,  3994,  1192,1,            123066,      2351,          24240,             82707,      2052,0,0
00245,4,9, 700000.00,09,08,05,1,2,2,2,2,2,   16.30,2,22,  1914,   751,1,            486480,     16781,         142579,            486480,     16781,3,0
00246,2,3, 200000.00,07,03,05,1,1,2,2,2,2,   98.20,2,34,  4944,  1101,1,           6159920,     98673,        1311618,           4475241,     89618,0,0
00247,2,3, 250000.00,08,04,18,1,2,2,2,1,2,   26.67,2,34,  7065,   623,1,          22124871,    142110,        1161744,           3963871,     48471,0,0
00248,2,3,  80000.00,06,02,02,1,2,2,2,2,2,  188.42,1,05,  5860,   726,1,          10309474,    263159,        3021534,          10309474,    263159,0,0
00249,4,8,  60000.00,06,08,05,1,1,2,2,2,2,   36.85,1,18,  6633,   216,1,            204379,      2260,          21780,             74313,      1662,3,3
00250,4,9,  42500.00,05,06,13,1,1,2,2,2,2,  481.72,2,30,  1914,   751,1,           3954319,    107313,        1139221,           3887022,    106751,0,0
00251,3,6,   8500.00,03,03,05,1,2,2,2,2,2, 6017.97,2,02,  1390,  2619,1,            529914,      9756,         155309,            529914,      9756,3,0
00252,4,8,   3750.00,02,06,05,2,2,2,2,2,2, 6893.93,1,30,  5553,   712,2,                  ,          ,               ,                  ,          ,9,9
00253,3,7, 900000.00,09,05,16,1,2,1,2,1,2,    8.11,1,07,   866,  3162,1,          82093225,   1083397,       17883671,          61019085,    887127,0,0
00254,2,4,   6500.00,03,05,13,1,1,2,2,2,2, 2911.94,1,41,  3941,  1249,1,            361023,      4868,          76134,            259769,      4193,0,0
00255,4,9,1400000.00,10,07,16,1,1,1,2,1,2,    8.37,1,29,  4716,   201,1,         372024540,   2780676,       20054945,          68427472,   1052885,0,0
00256,1,1,  30000.00,05,02,07,1,1,1,2,2,2,  448.77,1,32,  5274,   779,1,            522768,      8993,          77752,            265290,      7003,3,0
00257,3,5,   8000.00,03,03,14,1,2,2,2,2,2,  401.51,1,38,  1074,  2702,1,            147671,      2721,          43280,            147671,      2721,0,0
00258,1,1, 120000.00,07,07,14,1,1,1,2,2,2,  149.50,2,15,  5972,   692,1,           8295600,     92499,         640930,           2186853,     61980,3,0
00259,2,3,   9500.00,03,06,02,1,1,2,2,2,2,  464.40,1,19,  6053,   811,1,            953122,     11983,          73484,            250727,      7688,3,0
00260,2,3,   8000.00,03,01,15,1,1,2,2,2,2, 3494.37,2,16,  6053,   811,1,           1222277,     10916,          30891,            105400,      4254,3,0
00261,1,2,  65000.00,06,05,14,1,1,2,2,2,1,  156.82,1,27,  6328,   677,1,          14561019,    220795,        1514888,           5168798,    133443,0,0
00262,1,1,  40000.00,05,01,01,1,2,2,2,2,2,  176.97,1,36,  5124,   768,1,             33680,      1298,           9871,             33680,      1298,3,3
00263,2,3,  65000.00,06,06,18,1,2,2,2,1,1,  129.43,2,26,  5771,   889,1,          10269044,    115750,         672639,           2295044,     40560,0,0
00264,3,5,  55000.00,06,06,91,1,1,2,2,2,2,  210.52,1,44,  3274,  1466,1,           4316201,     57880,         955522,           3260241,     49632,0,0
00265,4,8,  20000.00,04,03,05,1,2,2,2,2,2,  356.63,2,30,  2850,  1494,1,              3374,       120,            989,              3374,       120,3,0
00266,3,5, 300000.00,08,04,02,1,1,2,2,2,2,   96.72,2,38,   363,  3331,1,          10713639,    177716,        3001049,          10239579,    173054,3,3
00267,3,7,  30000.00,05,04,05,1,1,2,2,2,2,  253.53,1,15,  1818,  2596,1,            631676,     12249,         162726,            555221,     11768,3,3
00268,3,5,  22500.00,04,08,25,1,1,2,2,2,2,  443.00,1,38,  2949,  1352,1,            457446,      7905,          94140,            321206,      6998,3,3
00269,3,6, 300000.00,08,03,05,1,1,2,2,2,2,   16.06,1,24,  3751,  1412,1,          12017755,     74409,        1009265,           3443612,     47222,0,0
00270,3,5,  22500.00,04,08,02,1,2,2,2,2,2,  504.66,1,38,  1074,  2702,1,           1054574,     20000,         309078,           1054574,     20000,3,3
00271,4,9, 425000.00,08,02,26,1,2,1,2,2,2,   16.64,1,09,  2906,   190,1,         101378124,   1203367,       29683328,         101279515,   1202565,0,0
00272,2,3,   5500.00,03,01,15,1,1,2,2,2,2,  465.09,2,28,  4944,  1101,1,            326301,      4913,          40836,            139332,      3710,3,0
00273,4,9, 100001.00,07,03,16,1,2,1,2,1,1,  106.61,2,08,  1914,   751,1,           9485433,    142626,         766208,           2614302,     78333,3,3
00274,3,6, 130000.00,07,02,14,1,2,2,2,1,2,   34.17,1,39,  3700,  1122,1,          21235257,    232637,        3108516,          10606257,    155426,0,0
00275,3,5,  55000.00,06,07,18,1,1,2,2,2,2,  185.83,1,44,  3274,  1466,1,           2904168,     31066,         406811,           1388039,     21571,0,0
00276,1,2,  10000.00,03,05,08,1,1,2,2,2,2,  352.31,2,05,  4525,  1131,1,            972913,     29180,         164451,            561107,     24868,0,0
00277,2,4,   2000.00,02,03,12,1,1,1,2,2,2, 5989.17,2,42,  4955,  1123,1,             83535,      1385,           8465,             28883,       845,0,0
00278,1,2,  27500.00,05,05,02,1,2,2,2,2,1,  331.45,1,23,  4985,  1044,1,           3409917,     70102,         508182,           1733917,     54298,3,3
00279,3,5,  20000.00,04,05,15,1,1,2,2,2,2,   17.06,2,40,    97,  4143,1,           1480629,     26401,         339884,           1159684,     24033,3,0
00280,4,9,   2250.00,02,06,15,1,2,2,1,2,2, 4215.29,2,35,  3900,   178,1,            106560,      4000,          31231,            106560,      4000,3,0
00281,4,9,  23750.00,04,07,12,1,2,2,1,2,2,  464.40,1,29,  4716,   201,1,            167505,      3121,          49093,            167505,      3121,0,0
00282,2,3, 110000.00,07,03,13,1,2,2,2,1,2,   26.67,2,32,  6022,   759,1,           7985393,    101673,        1447067,           4937393,     72353,0,0
00283,1,1,   7500.00,03,06,15,1,1,2,2,2,2,  524.16,2,15,  5972,   692,1,           1189815,     16734,         102744,            350563,     10344,0,0
00284,2,3,  60000.00,06,08,02,1,1,2,2,2,2,  127.95,1,01,  5961,   889,1,           4478929,     71151,         884331,           3017337,     63296,3,3
00285,3,5,  25001.00,05,06,02,1,2,2,2,2,2,  154.92,1,14,  3994,  1192,1,           1128539,     27587,         330756,           1128539,     27587,0,0
00286,1,2, 200000.00,07,04,23,1,1,2,2,2,2,  246.32,1,27,  6328,   677,1,          11623559,    240616,        2293197,           7824388,    216640,3,3
00287,3,7,  85000.00,06,05,14,1,1,2,2,2,2,  118.21,2,33,  1818,  2596,1,           2868674,     33331,         687074,           2344296,     31594,0,0
00288,4,9,  16250.00,04,08,13,1,1,2,2,2,2,  488.79,2,19,  1914,   751,1,           1003282,     34206,         262379,            895237,     33352,0,0
00289,3,6,   1500.00,02,06,26,1,2,2,1,2,2, 3543.13,1,12,  4270,  1049,1,             43510,       885,          12752,             43510,       885,0,0
00290,2,3, 250000.00,08,08,02,1,1,2,2,2,2,  106.38,2,35,  6053,   811,1,           8263740,     46020,         245140,            836418,     15895,3,3
00291,4,9,  40000.00,05,04,13,1,1,2,2,2,2,  423.57,2,28,  1914,   751,1,           1248331,     29625,         264292,            901764,     27230,3,0
00292,2,3,   2000.00,02,05,15,1,2,2,1,2,1, 3494.37,1,22,  4944,  1101,1,           1248151,     18609,         287852,            982151,     16100,0,0
00293,4,9,  10000.00,03,05,26,1,1,2,2,2,2,  508.07,1,29,  4716,   201,1,            425752,      5124,          53366,            182085,      3451,3,0
